clusterID	N	coord	gene	annotation	FDR
clu_23107_-	11	chr10:96349826-96358894	OPALIN	cryptic	3.6e-10
clu_78319_-	45	chr14:104942106-104952997	.	annotated	3.61e-10
clu_46484_+	2	chr12:79285971-79292017	SYT1	annotated	3.69e-10
clu_159053_-	7	chr7:44984046-44986525	SNHG15	annotated	3.75e-10
clu_17887_-	7	chr3:27352919-27383153	SLC4A7	cryptic	3.98e-10
clu_88001_+	23	chr3:198199010-198228194	FAM157A	cryptic	4.23e-10
clu_133748_+	5	chr15:28804905-28808248	PDCD6IPP2	cryptic	4.38e-10
clu_59114_+	4	chr1:165631293-165649841	MGST3	annotated	4.81e-10
clu_83635_-	5	chr13:52136902-52143916	NEK3	cryptic	5.43e-10
clu_72864_+	6	chr5:83258677-83398224	XRCC4	cryptic	5.43e-10
clu_65716_-	14	chr19:41456487-41500584	PCAT19	cryptic	5.56e-10
clu_38495_?	3	chr2:97200525-97207811	ANKRD36	cryptic	6.37e-10
clu_113111_+	4	chr4:189957502-189960862	FRG1	cryptic	6.61e-10
clu_108836_+	3	chr6:54189914-54202105	MLIP	cryptic	6.75e-10
clu_25947_-	6	chr5:132703619-132710959	KIF3A	cryptic	7.55e-10
clu_137394_+	3	chr2:26421400-26429628	DRC1	annotated	9.03e-10
clu_107455_+	16	chr6:2994053-3006468	NQO2	cryptic	9.57e-10
clu_127806_-	19	chr1:121813971-122190678	.	annotated	1.09e-09
clu_129120_-	5	chr1:169237687-169298556	NME7	annotated	1.2e-09
clu_133645_+	4	chr15:25232755-25234575	SNHG14	cryptic	1.22e-09
clu_22289_-	3	chr10:59324106-59352270	FAM13C	annotated	1.32e-09
clu_57310_+	9	chr1:120256754-120319191	CH17-472G23.1	cryptic	1.5e-09
clu_56584_+	12	chr1:84078371-84179177	PRKACB	annotated	1.76e-09
clu_3186_-	12	chr22:32193192-32202588	RFPL2	cryptic	1.94e-09
clu_52869_-	5	chr2:200861466-200871443	CLK1	cryptic	1.98e-09
clu_9993_-	10	chr15:43361941-43369596	ZSCAN29	cryptic	2.11e-09
clu_134211_+	3	chr15:43189280-43190325	CCNDBP1	annotated	2.17e-09
clu_112790_+	11	chr4:158672490-158684592	ETFDH	cryptic	2.21e-09
clu_171054_?	6	chr6:54189914-54202105	MLIP	cryptic	2.36e-09
clu_29815_+	4	chr20:16041278-16049833	MACROD2	annotated	2.52e-09
clu_163474_-	14	chr4:133078462-133138960	RP11-9G1.3	cryptic	2.52e-09
clu_160311_-	4	chr7:102587770-102592285	RASA4	annotated	2.53e-09
clu_83784_-	5	chr13:75530266-75549323	COMMD6	annotated	2.56e-09
clu_150921_+	3	chr11:71448885-71455110	NADSYN1	cryptic	2.72e-09
clu_25073_-	8	chr5:69366595-69369657	TAF9	cryptic	3.04e-09
clu_125145_-	12	chr1:16632371-16644646	CROCCP2	cryptic	3.11e-09
clu_142201_-	8	chr6:27363302-27375194	.	annotated	3.69e-09
clu_133712_+	3	chr15:28612173-28629266	HERC2P9	cryptic	3.99e-09
clu_132575_+	3	chr10:101031534-101034692	SFXN3	cryptic	4.39e-09
clu_85801_+	4	chr3:56564125-56566594	CCDC66	cryptic	6.05e-09
clu_42260_-	7	chr9:40869353-40881857	.	annotated	6.72e-09
clu_86978_+	8	chr3:141386937-141403927	ZBTB38	cryptic	6.78e-09
clu_25132_-	4	chr5:71060930-71061688	GTF2H2	cryptic	7.46e-09
clu_155113_+	12	chr17:16782336-16796043	USP32P1	cryptic	7.64e-09
clu_9452_-	4	chr15:20669637-20671113	NBEAP1	cryptic	7.72e-09
clu_24363_-	41	chr5:17107310-17216077	AC091878.1	cryptic	7.72e-09
clu_140412_+	6	chr2:189791941-189818017	PMS1	cryptic	8.39e-09
clu_60539_+	4	chr1:234373678-234374230	COA6	cryptic	9e-09
clu_77592_-	11	chr14:74296449-74302875	ABCD4	cryptic	9.34e-09
clu_86950_+	8	chr3:139577850-139583129	RP11-319G6.1	cryptic	9.34e-09
clu_141199_+	6	chr2:219948144-220024633	.	annotated	9.77e-09
clu_87191_+	9	chr3:158571347-158596862	MLF1	annotated	9.98e-09
clu_143232_-	6	chr6:83707957-83709326	SNAP91	annotated	1.02e-08
clu_131866_+	4	chr10:73168163-73174687	FAM149B1	cryptic	1.07e-08
clu_121118_+	3	chr19:16228208-16233493	AP1M1	annotated	1.1e-08
clu_21131_-	3	chr3:197621868-197623220	AC024560.3	annotated	1.11e-08
clu_24418_-	4	chr5:22078862-22212498	CDH12	cryptic	1.16e-08
clu_53790_+	10	chr1:829104-851927	LINC01128	cryptic	1.21e-08
clu_168163_+	7	chr16:90159497-90177717	FAM157C	cryptic	1.3e-08
clu_124482_-	5	chr1:1722831-1734690	CDK11A	annotated	1.63e-08
clu_56311_+	8	chr1:65147665-65218754	AK4	cryptic	1.67e-08
clu_57339_+	4	chr1:120824053-120830496	.	annotated	1.89e-08
clu_9436_-	3	chr15:20440642-20443371	HERC2P3	cryptic	2.31e-08
clu_163736_-	12	chr4:158155825-158172868	FAM198B	cryptic	2.41e-08
clu_116771_-	2	chr12:10434530-10435312	KLRC2	annotated	2.73e-08
clu_9444_-	16	chr15:20462986-20505391	HERC2P3	cryptic	3.13e-08
clu_145948_+	3	chr14:77708208-77710838	SLIRP	annotated	3.21e-08
clu_76858_-	4	chr14:31387375-31394052	HEATR5A	cryptic	3.63e-08
clu_138906_+	3	chr2:97158167-97164283	ANKRD36	cryptic	3.85e-08
clu_55589_+	5	chr1:39743924-39748903	PPIE	annotated	4.07e-08
clu_116669_-	7	chr12:7357486-7368933	CD163L1	cryptic	4.14e-08
clu_58126_+	20	chr1:149661089-149669211	LINC00869	cryptic	4.2e-08
clu_176176_+	2	chr7:65073514-65078624	CCT6P3	cryptic	4.53e-08
clu_131629_+	4	chr10:64903237-64905713	.	annotated	5.01e-08
clu_133750_+	4	chr15:28818998-28833276	PDCD6IPP2	cryptic	5.12e-08
clu_31092_+	5	chr20:63689132-63689765	RTEL1	cryptic	5.87e-08
clu_166367_+	12	chr16:29085276-29090740	RRN3P2	cryptic	5.93e-08
clu_161898_-	15	chr4:9219441-9271656	.	annotated	6.22e-08
clu_68494_+	6	chr22:49921761-49922612	CRELD2	cryptic	6.47e-08
clu_111753_+	22	chr4:76214424-76309144	FAM47E	cryptic	7.22e-08
clu_124303_-	8	chr1:17525-188439	RP11-34P13.18	cryptic	8.25e-08
clu_119594_-	18	chr12:124911971-124913568	.	annotated	8.39e-08
clu_72396_+	3	chr5:70941508-70942718	SMN1	annotated	8.39e-08
clu_133642_+	2	chr15:25199823-25201136	SNHG14	cryptic	8.54e-08
clu_19935_-	8	chr3:129365362-129393635	RPL32P3	cryptic	9.33e-08
clu_131434_+	18	chr10:46911501-46999912	PTPN20	cryptic	1.02e-07
clu_122999_+	3	chr19:43988558-43991548	ZNF155	annotated	1.08e-07
clu_36426_+	4	chr13:75621868-75713182	LMO7	annotated	1.14e-07
clu_16618_+	3	chr18:14179597-14183929	ANKRD20A5P	annotated	1.25e-07
clu_44690_+	4	chr12:6867681-6868864	TPI1	annotated	1.43e-07
clu_155111_+	3	chr17:16735643-16761425	CCDC144A	annotated	1.74e-07
clu_30824_+	6	chr20:58673711-58691724	STX16	cryptic	1.93e-07
clu_126767_-	26	chr1:60663025-60825336	RP11-436K8.1	cryptic	2.11e-07
clu_125138_-	4	chr1:16484464-16485569	CROCCP3	cryptic	2.45e-07
clu_66962_+	5	chr22:17563713-17579877	SLC25A18	cryptic	2.81e-07
clu_21130_-	2	chr3:197613318-197615564	AC024560.3	annotated	2.84e-07
clu_49525_-	7	chr2:27207790-27211583	SLC5A6	cryptic	3e-07
clu_20533_-	5	chr3:171101633-171110714	TNIK	cryptic	3.14e-07
clu_122397_+	2	chr19:37255982-37262542	LINC01535	annotated	3.15e-07
clu_116774_-	10	chr12:10418430-10434486	KLRC2	cryptic	3.21e-07
clu_1410_-	18	chrX:115845457-115889331	.	annotated	3.23e-07
clu_178330_+	4	chr7:149875645-149879335	ATP6V0E2	annotated	3.55e-07
clu_60350_+	4	chr1:226939591-226961508	COQ8A	annotated	3.61e-07
clu_92368_-	3	chr17:69222697-69225325	ABCA10	annotated	3.91e-07
clu_46537_+	3	chr12:80342162-80352295	OTOGL	cryptic	4.17e-07
clu_123359_+	5	chr19:47745783-47750178	GLTSCR2	cryptic	4.25e-07
clu_66451_-	10	chr19:51843315-51878389	ZNF577	cryptic	4.25e-07
clu_63109_-	3	chr19:439030-440862	SHC2	cryptic	4.38e-07
clu_16049_-	10	chr8:143331339-143334740	TOP1MT	cryptic	4.96e-07
clu_128261_-	7	chr1:148586469-148595543	NBPF14	annotated	4.99e-07
clu_9806_-	7	chr15:40557372-40564976	C15orf57	annotated	5.4e-07
clu_166204_+	10	chr16:24910477-24917998	SLC5A11	cryptic	5.5e-07
clu_42431_-	6	chr9:62869300-62897529	RP11-262H14.3	cryptic	5.57e-07
clu_141930_-	24	chr6:6369155-6622632	LY86-AS1	cryptic	5.77e-07
clu_75740_-	13	chr20:38421098-38426419	SNHG17	cryptic	5.79e-07
clu_16624_+	5	chr18:14223900-14234687	ANKRD20A5P	cryptic	6.21e-07
clu_17629_-	10	chr3:11721933-11809517	TAMM41	cryptic	6.53e-07
clu_85964_+	10	chr3:66263379-66369478	SLC25A26	cryptic	6.95e-07
clu_129976_-	5	chr1:222486121-222504412	RP11-378J18.9	cryptic	7.85e-07
clu_53039_-	14	chr2:208165815-208180745	C2orf80	cryptic	7.85e-07
clu_77419_-	4	chr14:67350690-67359658	ATP6V1D	annotated	8.2e-07
clu_141201_+	22	chr2:220450448-220740284	AC114765.1	cryptic	9.24e-07
clu_134504_+	14	chr15:48178400-48220634	SLC12A1	cryptic	9.44e-07
clu_7406_-	23	chr11:134408228-134408967	.	annotated	9.65e-07
clu_134213_+	3	chr15:43192803-43194415	CCNDBP1	annotated	9.65e-07
clu_16328_-	15	chr8:144946215-144999603	ZNF252P	cryptic	9.79e-07
clu_133937_+	5	chr15:40030456-40034326	EIF2AK4	cryptic	9.81e-07
clu_119325_-	9	chr12:120579412-120581115	POP5	cryptic	9.86e-07
clu_90260_-	3	chr17:10686842-10691872	SCO1	cryptic	1.13e-06
clu_142886_-	17	chr6:55439559-55541729	HMGCLL1	cryptic	1.16e-06
clu_127842_-	25	chr1:121940713-122209702	.	annotated	1.38e-06
clu_4453_-	3	chr11:10806047-10807255	EIF4G2	annotated	1.41e-06
clu_57038_+	3	chr1:109657279-109657772	GSTM4	annotated	1.55e-06
clu_36080_+	3	chr13:38354296-38359301	UFM1	cryptic	1.55e-06
clu_98592_?	27	chr12:124911822-124913647	.	annotated	1.56e-06
clu_74496_+	3	chr5:176652913-176656078	TSPAN17	annotated	1.57e-06
clu_64188_-	8	chr19:11554365-11559191	ELOF1	cryptic	1.67e-06
clu_15578_-	13	chr8:115620060-115669345	TRPS1	cryptic	1.73e-06
clu_177234_+	11	chr7:100338889-100351258	STAG3L5P-PVRIG2P-PILRB	cryptic	1.82e-06
clu_91912_-	4	chr17:55403868-55411257	MMD	cryptic	1.94e-06
clu_10580_-	9	chr15:64300723-64380958	CTD-2116N17.1	cryptic	2.1e-06
clu_154726_+	3	chr17:7220197-7220604	ACADVL	annotated	2.46e-06
clu_134571_+	7	chr15:51342047-51383785	GLDN	annotated	2.8e-06
clu_79164_+	4	chr9:65720092-65731802	CBWD5	cryptic	2.82e-06
clu_124479_-	2	chr1:1712400-1716346	CDK11A	cryptic	3.17e-06
clu_44756_+	6	chr12:6924537-6933868	ATN1	cryptic	3.19e-06
clu_3937_-	9	chr22:50256646-50258243	MAPK12	cryptic	3.41e-06
clu_141852_-	3	chr6:3154678-3225567	.	annotated	3.56e-06
clu_149381_+	2	chr11:20068398-20077552	NAV2	cryptic	4.09e-06
clu_87768_+	15	chr3:188154021-188484592	LPP	cryptic	4.22e-06
clu_23419_-	5	chr10:103392466-103396409	USMG5	annotated	4.52e-06
clu_79053_+	4	chr9:42978980-42982501	RP11-459O16.9	cryptic	4.76e-06
clu_29997_+	3	chr20:30388578-30393551	FRG1BP	cryptic	4.97e-06
clu_56470_+	6	chr1:74201410-74236102	FPGT-TNNI3K	cryptic	5e-06
clu_16623_+	3	chr18:14220092-14227611	ANKRD20A5P	cryptic	5.09e-06
clu_13929_-	2	chr8:3493726-3574945	CSMD1	annotated	5.09e-06
clu_156994_+	5	chr17:59579558-59587896	DHX40	cryptic	5.44e-06
clu_164121_-	4	chr21:5142668-5144091	CH507-9B2.5	cryptic	5.48e-06
clu_141263_+	4	chr2:226867318-226906793	RHBDD1	cryptic	6.52e-06
clu_56910_+	2	chr1:103577845-103598069	AMY2B	cryptic	6.85e-06
clu_10869_-	6	chr15:72346325-72348048	HEXA	annotated	6.9e-06
clu_74664_+	2	chr5:179726759-179729360	CANX	annotated	7.04e-06
clu_131530_+	3	chr10:50097802-50104042	WASHC2A	cryptic	7.41e-06
clu_48913_-	6	chr2:219001-229966	SH3YL1	cryptic	7.41e-06
clu_41783_-	6	chr9:14680162-14690337	ZDHHC21	cryptic	7.56e-06
clu_152367_?	71	chrY:20061100-20082882	.	annotated	7.56e-06
clu_35981_+	8	chr13:31222991-31229185	B3GLCT	cryptic	8.6e-06
clu_134966_+	3	chr15:69261329-69268220	GLCE	cryptic	8.6e-06
clu_57403_+	49	chr1:121618819-121933975	.	annotated	8.78e-06
clu_163228_-	3	chr4:107701285-107720120	PAPSS1	annotated	9.02e-06
