region	dataset	gene_id	direction	method	external_gene_name
Hippocampus	BS_Caudate_SZ	ENSG00000272568	All	TWAS	CPVL-AS2
Caudate	BS_Caudate_SZ	ENSG00000272568	Decreased in AA	TWAS	CPVL-AS2
DLPFC	BS_Caudate_SZ	ENSG00000272568	Decreased in AA	TWAS	CPVL-AS2
Hippocampus	BS_Caudate_SZ	ENSG00000272568	Decreased in AA	TWAS	CPVL-AS2
Dentate Gyrus	BS_Caudate_SZ	ENSG00000272568	Increased in AA	TWAS	CPVL-AS2
Caudate	BS_Caudate_SZ	ENSG00000146648	All	TWAS	EGFR
Dentate Gyrus	BS_Caudate_SZ	ENSG00000146648	All	TWAS	EGFR
DLPFC	BS_Caudate_SZ	ENSG00000146648	All	TWAS	EGFR
Caudate	BS_Caudate_SZ	ENSG00000146648	Increased in AA	TWAS	EGFR
Dentate Gyrus	BS_Caudate_SZ	ENSG00000146648	Increased in AA	TWAS	EGFR
DLPFC	BS_Caudate_SZ	ENSG00000146648	Increased in AA	TWAS	EGFR
Caudate	BS_Caudate_SZ	ENSG00000133069	All	TWAS	TMCC2
Caudate	BS_DLPFC_SZ	ENSG00000133069	All	TWAS	TMCC2
Caudate	BS_Caudate_SZ	ENSG00000133069	Decreased in AA	TWAS	TMCC2
Caudate	BS_DLPFC_SZ	ENSG00000133069	Decreased in AA	TWAS	TMCC2
Caudate	BS_Caudate_SZ	ENSG00000227258	All	TWAS	SMIM2-AS1
Hippocampus	BS_Caudate_SZ	ENSG00000227258	All	TWAS	SMIM2-AS1
Caudate	BS_Caudate_SZ	ENSG00000227258	Increased in AA	TWAS	SMIM2-AS1
Hippocampus	BS_Caudate_SZ	ENSG00000227258	Increased in AA	TWAS	SMIM2-AS1
Caudate	BS_Caudate_SZ	ENSG00000278662	All	TWAS	GOLGA6L10
Caudate	BS_Caudate_SZ	ENSG00000278662	Increased in AA	TWAS	GOLGA6L10
Caudate	BS_Caudate_SZ	ENSG00000204257	All	TWAS	HLA-DMA
DLPFC	BS_Caudate_SZ	ENSG00000204257	All	TWAS	HLA-DMA
Hippocampus	BS_Caudate_SZ	ENSG00000204257	All	TWAS	HLA-DMA
DLPFC	BS_Caudate_SZ	ENSG00000204257	Decreased in AA	TWAS	HLA-DMA
Hippocampus	BS_Caudate_SZ	ENSG00000204257	Decreased in AA	TWAS	HLA-DMA
Caudate	BS_Caudate_SZ	ENSG00000204257	Increased in AA	TWAS	HLA-DMA
Caudate	BS_Caudate_SZ	ENSG00000066379	All	TWAS	POLR1H
Dentate Gyrus	BS_Caudate_SZ	ENSG00000066379	All	TWAS	POLR1H
Caudate	BS_Caudate_SZ	ENSG00000066379	Decreased in AA	TWAS	POLR1H
Dentate Gyrus	BS_Caudate_SZ	ENSG00000066379	Decreased in AA	TWAS	POLR1H
Caudate	BS_Caudate_SZ	ENSG00000115073	All	TWAS	ACTR1B
Caudate	BS_Caudate_SZ	ENSG00000115073	Decreased in AA	TWAS	ACTR1B
Caudate	BS_Caudate_SZ	ENSG00000235370	All	TWAS	DNM1P51
Caudate	BS_Caudate_SZ	ENSG00000235370	Decreased in AA	TWAS	DNM1P51
Caudate	BS_Caudate_SZ	ENSG00000186732	All	TWAS	MPPED1
Caudate	BS_Caudate_SZ	ENSG00000186732	Decreased in AA	TWAS	MPPED1
Caudate	BS_Caudate_SZ	ENSG00000234336	All	TWAS	JAZF1-AS1
DLPFC	BS_Caudate_SZ	ENSG00000234336	All	TWAS	JAZF1-AS1
Hippocampus	BS_Caudate_SZ	ENSG00000234336	All	TWAS	JAZF1-AS1
Caudate	BS_Caudate_SZ	ENSG00000234336	Decreased in AA	TWAS	JAZF1-AS1
DLPFC	BS_Caudate_SZ	ENSG00000234336	Decreased in AA	TWAS	JAZF1-AS1
Hippocampus	BS_Caudate_SZ	ENSG00000234336	Decreased in AA	TWAS	JAZF1-AS1
Caudate	BS_Caudate_SZ	ENSG00000168405	All	TWAS	CMAHP
Caudate	PSY_SZ	ENSG00000168405	All	TWAS	CMAHP
DLPFC	BS_Caudate_SZ	ENSG00000168405	All	TWAS	CMAHP
DLPFC	PSY_SZ	ENSG00000168405	All	TWAS	CMAHP
Caudate	BS_Caudate_SZ	ENSG00000168405	Increased in AA	TWAS	CMAHP
Caudate	PSY_SZ	ENSG00000168405	Increased in AA	TWAS	CMAHP
DLPFC	BS_Caudate_SZ	ENSG00000168405	Increased in AA	TWAS	CMAHP
DLPFC	PSY_SZ	ENSG00000168405	Increased in AA	TWAS	CMAHP
Caudate	BS_Caudate_SZ	ENSG00000228696	All	TWAS	ARL17B
Dentate Gyrus	BS_Caudate_SZ	ENSG00000228696	All	TWAS	ARL17B
Hippocampus	BS_Caudate_SZ	ENSG00000228696	All	TWAS	ARL17B
Hippocampus	BS_Caudate_SZ	ENSG00000228696	Decreased in AA	TWAS	ARL17B
Caudate	BS_Caudate_SZ	ENSG00000228696	Increased in AA	TWAS	ARL17B
Dentate Gyrus	BS_Caudate_SZ	ENSG00000228696	Increased in AA	TWAS	ARL17B
Caudate	BS_Caudate_SZ	ENSG00000263142	All	TWAS	LRRC37A17P
DLPFC	BS_Caudate_SZ	ENSG00000263142	All	TWAS	LRRC37A17P
Hippocampus	BS_Caudate_SZ	ENSG00000263142	All	TWAS	LRRC37A17P
Caudate	BS_Caudate_SZ	ENSG00000263142	Increased in AA	TWAS	LRRC37A17P
DLPFC	BS_Caudate_SZ	ENSG00000263142	Increased in AA	TWAS	LRRC37A17P
Hippocampus	BS_Caudate_SZ	ENSG00000263142	Increased in AA	TWAS	LRRC37A17P
Caudate	BS_Caudate_SZ	ENSG00000091536	All	TWAS	MYO15A
Hippocampus	BS_Caudate_SZ	ENSG00000091536	All	TWAS	MYO15A
Caudate	BS_Caudate_SZ	ENSG00000091536	Increased in AA	TWAS	MYO15A
Hippocampus	BS_Caudate_SZ	ENSG00000091536	Increased in AA	TWAS	MYO15A
Caudate	BS_Caudate_SZ	ENSG00000204267	All	TWAS	TAP2
DLPFC	BS_Caudate_SZ	ENSG00000204267	All	TWAS	TAP2
Hippocampus	BS_Caudate_SZ	ENSG00000204267	All	TWAS	TAP2
Caudate	BS_Caudate_SZ	ENSG00000204267	Increased in AA	TWAS	TAP2
DLPFC	BS_Caudate_SZ	ENSG00000204267	Increased in AA	TWAS	TAP2
Hippocampus	BS_Caudate_SZ	ENSG00000204267	Increased in AA	TWAS	TAP2
Caudate	BS_Caudate_SZ	ENSG00000176681	All	TWAS	LRRC37A
Caudate	PSY_SZ	ENSG00000176681	All	TWAS	LRRC37A
Caudate	PSY_ASD	ENSG00000176681	All	TWAS	LRRC37A
DLPFC	BS_Caudate_SZ	ENSG00000176681	All	TWAS	LRRC37A
DLPFC	PSY_SZ	ENSG00000176681	All	TWAS	LRRC37A
DLPFC	PSY_ASD	ENSG00000176681	All	TWAS	LRRC37A
Caudate	BS_Caudate_SZ	ENSG00000176681	Decreased in AA	TWAS	LRRC37A
Caudate	PSY_SZ	ENSG00000176681	Decreased in AA	TWAS	LRRC37A
Caudate	PSY_ASD	ENSG00000176681	Decreased in AA	TWAS	LRRC37A
DLPFC	BS_Caudate_SZ	ENSG00000176681	Decreased in AA	TWAS	LRRC37A
DLPFC	PSY_SZ	ENSG00000176681	Decreased in AA	TWAS	LRRC37A
DLPFC	PSY_ASD	ENSG00000176681	Decreased in AA	TWAS	LRRC37A
Caudate	BS_Caudate_SZ	ENSG00000272368	All	TWAS	
Caudate	BS_DLPFC_SZ	ENSG00000272368	All	TWAS	
Caudate	BS_Hippocampus_SZ	ENSG00000272368	All	TWAS	
Caudate	BS_Caudate_SZ	ENSG00000272368	Increased in AA	TWAS	
Caudate	BS_DLPFC_SZ	ENSG00000272368	Increased in AA	TWAS	
Caudate	BS_Hippocampus_SZ	ENSG00000272368	Increased in AA	TWAS	
Caudate	BS_Caudate_SZ	ENSG00000244731	All	TWAS	C4A
Dentate Gyrus	BS_Caudate_SZ	ENSG00000244731	All	TWAS	C4A
Caudate	BS_Caudate_SZ	ENSG00000244731	Increased in AA	TWAS	C4A
Dentate Gyrus	BS_Caudate_SZ	ENSG00000244731	Increased in AA	TWAS	C4A
Caudate	BS_Caudate_SZ	ENSG00000204963	All	TWAS	PCDHA7
Caudate	PSY_SZ	ENSG00000204963	All	TWAS	PCDHA7
Caudate	BS_Caudate_SZ	ENSG00000204963	Increased in AA	TWAS	PCDHA7
Caudate	PSY_SZ	ENSG00000204963	Increased in AA	TWAS	PCDHA7
Caudate	BS_DLPFC_SZ	ENSG00000186792	All	TWAS	HYAL3
Caudate	BS_DLPFC_SZ	ENSG00000186792	Increased in AA	TWAS	HYAL3
Caudate	BS_DLPFC_SZ	ENSG00000219665	All	TWAS	ZNF433-AS1
Caudate	BS_Hippocampus_SZ	ENSG00000219665	All	TWAS	ZNF433-AS1
Caudate	BS_DLPFC_SZ	ENSG00000219665	Decreased in AA	TWAS	ZNF433-AS1
Caudate	BS_Hippocampus_SZ	ENSG00000219665	Decreased in AA	TWAS	ZNF433-AS1
Caudate	BS_DLPFC_SZ	ENSG00000228049	All	TWAS	POLR2J2
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000228049	All	TWAS	POLR2J2
DLPFC	BS_DLPFC_SZ	ENSG00000228049	All	TWAS	POLR2J2
Caudate	BS_DLPFC_SZ	ENSG00000228049	Increased in AA	TWAS	POLR2J2
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000228049	Increased in AA	TWAS	POLR2J2
DLPFC	BS_DLPFC_SZ	ENSG00000228049	Increased in AA	TWAS	POLR2J2
Caudate	BS_DLPFC_SZ	ENSG00000113209	All	TWAS	PCDHB5
Caudate	BS_Hippocampus_SZ	ENSG00000113209	All	TWAS	PCDHB5
DLPFC	BS_DLPFC_SZ	ENSG00000113209	All	TWAS	PCDHB5
DLPFC	BS_Hippocampus_SZ	ENSG00000113209	All	TWAS	PCDHB5
Caudate	BS_DLPFC_SZ	ENSG00000113209	Decreased in AA	TWAS	PCDHB5
Caudate	BS_Hippocampus_SZ	ENSG00000113209	Decreased in AA	TWAS	PCDHB5
DLPFC	BS_DLPFC_SZ	ENSG00000113209	Decreased in AA	TWAS	PCDHB5
DLPFC	BS_Hippocampus_SZ	ENSG00000113209	Decreased in AA	TWAS	PCDHB5
Caudate	BS_DLPFC_SZ	ENSG00000185495	All	TWAS	SEPTIN7P13
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000185495	All	TWAS	SEPTIN7P13
DLPFC	BS_DLPFC_SZ	ENSG00000185495	All	TWAS	SEPTIN7P13
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000185495	Decreased in AA	TWAS	SEPTIN7P13
Caudate	BS_DLPFC_SZ	ENSG00000185495	Increased in AA	TWAS	SEPTIN7P13
DLPFC	BS_DLPFC_SZ	ENSG00000185495	Increased in AA	TWAS	SEPTIN7P13
Caudate	BS_DLPFC_SZ	ENSG00000116183	All	TWAS	PAPPA2
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000116183	All	TWAS	PAPPA2
DLPFC	BS_DLPFC_SZ	ENSG00000116183	All	TWAS	PAPPA2
Caudate	BS_DLPFC_SZ	ENSG00000116183	Decreased in AA	TWAS	PAPPA2
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000116183	Decreased in AA	TWAS	PAPPA2
DLPFC	BS_DLPFC_SZ	ENSG00000116183	Decreased in AA	TWAS	PAPPA2
Caudate	BS_DLPFC_SZ	ENSG00000163131	All	TWAS	CTSS
Caudate	BS_Hippocampus_SZ	ENSG00000163131	All	TWAS	CTSS
Caudate	PSY_SZ	ENSG00000163131	All	TWAS	CTSS
Caudate	BS_DLPFC_SZ	ENSG00000163131	Increased in AA	TWAS	CTSS
Caudate	BS_Hippocampus_SZ	ENSG00000163131	Increased in AA	TWAS	CTSS
Caudate	PSY_SZ	ENSG00000163131	Increased in AA	TWAS	CTSS
Caudate	BS_DLPFC_SZ	ENSG00000226864	All	TWAS	ATE1-AS1
DLPFC	BS_DLPFC_SZ	ENSG00000226864	All	TWAS	ATE1-AS1
Hippocampus	BS_DLPFC_SZ	ENSG00000226864	All	TWAS	ATE1-AS1
Caudate	BS_DLPFC_SZ	ENSG00000226864	Increased in AA	TWAS	ATE1-AS1
DLPFC	BS_DLPFC_SZ	ENSG00000226864	Increased in AA	TWAS	ATE1-AS1
Hippocampus	BS_DLPFC_SZ	ENSG00000226864	Increased in AA	TWAS	ATE1-AS1
Caudate	BS_DLPFC_SZ	ENSG00000184227	All	TWAS	ACOT1
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000184227	All	TWAS	ACOT1
DLPFC	BS_DLPFC_SZ	ENSG00000184227	All	TWAS	ACOT1
Hippocampus	BS_DLPFC_SZ	ENSG00000184227	All	TWAS	ACOT1
Caudate	BS_DLPFC_SZ	ENSG00000184227	Increased in AA	TWAS	ACOT1
Dentate Gyrus	BS_DLPFC_SZ	ENSG00000184227	Increased in AA	TWAS	ACOT1
DLPFC	BS_DLPFC_SZ	ENSG00000184227	Increased in AA	TWAS	ACOT1
Hippocampus	BS_DLPFC_SZ	ENSG00000184227	Increased in AA	TWAS	ACOT1
Caudate	BS_DLPFC_SZ	ENSG00000254635	All	TWAS	WAC-AS1
Caudate	BS_Hippocampus_SZ	ENSG00000254635	All	TWAS	WAC-AS1
DLPFC	BS_DLPFC_SZ	ENSG00000254635	All	TWAS	WAC-AS1
DLPFC	BS_Hippocampus_SZ	ENSG00000254635	All	TWAS	WAC-AS1
Caudate	BS_DLPFC_SZ	ENSG00000254635	Decreased in AA	TWAS	WAC-AS1
Caudate	BS_Hippocampus_SZ	ENSG00000254635	Decreased in AA	TWAS	WAC-AS1
DLPFC	BS_DLPFC_SZ	ENSG00000254635	Decreased in AA	TWAS	WAC-AS1
DLPFC	BS_Hippocampus_SZ	ENSG00000254635	Decreased in AA	TWAS	WAC-AS1
Caudate	BS_DLPFC_SZ	ENSG00000197054	All	TWAS	ZNF763
DLPFC	BS_DLPFC_SZ	ENSG00000197054	All	TWAS	ZNF763
Hippocampus	BS_DLPFC_SZ	ENSG00000197054	All	TWAS	ZNF763
Caudate	BS_DLPFC_SZ	ENSG00000197054	Decreased in AA	TWAS	ZNF763
DLPFC	BS_DLPFC_SZ	ENSG00000197054	Decreased in AA	TWAS	ZNF763
Hippocampus	BS_DLPFC_SZ	ENSG00000197054	Decreased in AA	TWAS	ZNF763
Caudate	BS_Hippocampus_SZ	ENSG00000212195	All	TWAS	U3
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000212195	All	TWAS	U3
DLPFC	BS_Hippocampus_SZ	ENSG00000212195	All	TWAS	U3
Hippocampus	BS_Hippocampus_SZ	ENSG00000212195	All	TWAS	U3
Caudate	BS_Hippocampus_SZ	ENSG00000212195	Decreased in AA	TWAS	U3
Dentate Gyrus	BS_Hippocampus_SZ	ENSG00000212195	Decreased in AA	TWAS	U3
DLPFC	BS_Hippocampus_SZ	ENSG00000212195	Decreased in AA	TWAS	U3
Hippocampus	BS_Hippocampus_SZ	ENSG00000212195	Decreased in AA	TWAS	U3
Caudate	BS_Hippocampus_SZ	ENSG00000140522	All	TWAS	RLBP1
DLPFC	BS_Hippocampus_SZ	ENSG00000140522	All	TWAS	RLBP1
Caudate	BS_Hippocampus_SZ	ENSG00000140522	Decreased in AA	TWAS	RLBP1
DLPFC	BS_Hippocampus_SZ	ENSG00000140522	Decreased in AA	TWAS	RLBP1
Caudate	BS_Hippocampus_SZ	ENSG00000197181	All	TWAS	PIWIL2
DLPFC	BS_Hippocampus_SZ	ENSG00000197181	All	TWAS	PIWIL2
Caudate	BS_Hippocampus_SZ	ENSG00000197181	Decreased in AA	TWAS	PIWIL2
DLPFC	BS_Hippocampus_SZ	ENSG00000197181	Decreased in AA	TWAS	PIWIL2
Caudate	BS_Hippocampus_SZ	ENSG00000236451	All	TWAS	
Hippocampus	BS_Hippocampus_SZ	ENSG00000236451	All	TWAS	
Caudate	BS_Hippocampus_SZ	ENSG00000236451	Decreased in AA	TWAS	
Hippocampus	BS_Hippocampus_SZ	ENSG00000236451	Decreased in AA	TWAS	
Caudate	BS_Hippocampus_SZ	ENSG00000166368	All	TWAS	OR2D2
Caudate	BS_Hippocampus_SZ	ENSG00000166368	Decreased in AA	TWAS	OR2D2
Caudate	BS_Hippocampus_SZ	ENSG00000230445	All	TWAS	LRRC37A6P
Caudate	BS_Hippocampus_SZ	ENSG00000230445	Decreased in AA	TWAS	LRRC37A6P
Caudate	BS_Hippocampus_SZ	ENSG00000227078	All	TWAS	LINC02094
Caudate	BS_Hippocampus_SZ	ENSG00000227078	Decreased in AA	TWAS	LINC02094
Caudate	BS_Hippocampus_SZ	ENSG00000161281	All	TWAS	COX7A1
DLPFC	BS_Hippocampus_SZ	ENSG00000161281	All	TWAS	COX7A1
Hippocampus	BS_Hippocampus_SZ	ENSG00000161281	All	TWAS	COX7A1
Caudate	BS_Hippocampus_SZ	ENSG00000161281	Decreased in AA	TWAS	COX7A1
DLPFC	BS_Hippocampus_SZ	ENSG00000161281	Decreased in AA	TWAS	COX7A1
Hippocampus	BS_Hippocampus_SZ	ENSG00000161281	Decreased in AA	TWAS	COX7A1
Caudate	PSY_SZ	ENSG00000185829	All	TWAS	ARL17A
Dentate Gyrus	PSY_SZ	ENSG00000185829	All	TWAS	ARL17A
Hippocampus	PSY_SZ	ENSG00000185829	All	TWAS	ARL17A
Caudate	PSY_SZ	ENSG00000185829	Decreased in AA	TWAS	ARL17A
Dentate Gyrus	PSY_SZ	ENSG00000185829	Decreased in AA	TWAS	ARL17A
Hippocampus	PSY_SZ	ENSG00000185829	Decreased in AA	TWAS	ARL17A
Caudate	PSY_SZ	ENSG00000249839	All	TWAS	
Dentate Gyrus	PSY_SZ	ENSG00000249839	All	TWAS	
DLPFC	PSY_SZ	ENSG00000249839	All	TWAS	
Dentate Gyrus	PSY_SZ	ENSG00000249839	Decreased in AA	TWAS	
Caudate	PSY_SZ	ENSG00000249839	Increased in AA	TWAS	
DLPFC	PSY_SZ	ENSG00000249839	Increased in AA	TWAS	
Caudate	PSY_SZ	ENSG00000197238	All	TWAS	H4C11
Dentate Gyrus	PSY_SZ	ENSG00000197238	All	TWAS	H4C11
Hippocampus	PSY_SZ	ENSG00000197238	All	TWAS	H4C11
