Tissue	gencodeID	gene	oe_lof_upper_bin	oe_lof_upper	beta	lfsr
Caudate	ENSG00000116128.10	BCL9	1.0	0.381	-0.337505313711658	0.0352915488683599
Caudate	ENSG00000034053.14	APBA2	1.0	0.384	0.316381453930687	0.0247947244323528
Caudate	ENSG00000146674.14	IGFBP3	1.0	0.385	-1.24842803322204	1.64850677553119e-09
Caudate	ENSG00000198785.4	GRIN3A	1.0	0.386	-0.522707435745494	0.0009252836997769
Caudate	ENSG00000240344.8	PPIL3	1.0	0.398	0.620692715049954	1.1361547853605302e-09
Caudate	ENSG00000067840.12	PDZD4	1.0	0.4	0.30655925530595	0.0418240064020363
Caudate	ENSG00000147256.10	ARHGAP36	1.0	0.405	0.585587486432846	0.0061819314102717
Caudate	ENSG00000224389.8	C4B	1.0	0.406	-0.730108542438598	0.0188033454520599
Caudate	ENSG00000153162.8	BMP6	1.0	0.411	0.342094050622654	0.0311731182945877
Caudate	ENSG00000082074.15	FYB	1.0	0.412	-0.504421923595373	0.0012776443823914
Caudate	ENSG00000091490.10	SEL1L3	1.0	0.415	0.270296242079098	0.0398080594055986
Caudate	ENSG00000096060.14	FKBP5	1.0	0.418	-0.771036952844743	2.71687310426927e-07
Caudate	ENSG00000120875.8	DUSP4	1.0	0.419	-0.444772233190129	0.0010949657005002
Caudate	ENSG00000173681.16	CXorf23	2.0	0.421	0.276641160954143	0.0456155664512137
Caudate	ENSG00000183091.19	NEB	2.0	0.424	0.532984205631314	0.000259255354872
Caudate	ENSG00000105695.14	MAG	2.0	0.424	0.257550531901113	0.0094172530749012
Caudate	ENSG00000206190.11	ATP10A	2.0	0.427	-0.414528682201179	1.86433598057256e-05
Caudate	ENSG00000100625.8	SIX4	2.0	0.428	-0.72057631376114	9.32587340685131e-15
Caudate	ENSG00000143507.17	DUSP10	2.0	0.429	0.276775500941907	0.0089994832804125
Caudate	ENSG00000188157.13	AGRN	2.0	0.435	0.432366911414707	0.0037358520449459
Caudate	ENSG00000177575.12	CD163	2.0	0.443	-1.07853646903888	1.11022302462516e-14
Caudate	ENSG00000157873.17	TNFRSF14	2.0	0.443	-0.251612933003602	0.019084501436999
Caudate	ENSG00000164484.11	TMEM200A	2.0	0.447	-0.3462440169187	0.0009712627901058
Caudate	ENSG00000142871.16	CYR61	2.0	0.45	1.3003106261016	1.8128288799090897e-11
Caudate	ENSG00000120697.8	ALG5	2.0	0.453	0.385972103287877	6.01328301539145e-05
Caudate	ENSG00000106025.8	TSPAN12	2.0	0.457	0.531849463327726	0.0006177429196494
Caudate	ENSG00000171223.5	JUNB	2.0	0.46	0.552656664062553	4.42155458791687e-06
Caudate	ENSG00000173334.3	TRIB1	2.0	0.462	0.332118514386119	0.0010960321346464
Caudate	ENSG00000165617.14	DACT1	2.0	0.467	0.672871937243739	9.69081836709183e-13
Caudate	ENSG00000107738.19	C10orf54	2.0	0.467	-0.60114343008424	5.50537885057878e-07
Caudate	ENSG00000066735.14	KIF26A	2.0	0.468	0.452561399879132	4.30073251359098e-06
Caudate	ENSG00000141510.16	TP53	2.0	0.469	-0.323879020670664	0.0131279589992288
Caudate	ENSG00000166669.13	ATF7IP2	2.0	0.471	0.28883340452961	0.0124024972514486
Caudate	ENSG00000179361.17	ARID3B	2.0	0.472	0.321110503315749	0.0187914673222867
Caudate	ENSG00000085563.14	ABCB1	2.0	0.473	0.519253732158271	5.64386436729949e-08
Caudate	ENSG00000151490.13	PTPRO	2.0	0.474	-0.450927532599901	1.57560825164715e-07
Caudate	ENSG00000150893.10	FREM2	2.0	0.475	-0.909622016371569	2.86729160885457e-05
Caudate	ENSG00000188368.9	PRR19	2.0	0.48	0.632726503698319	4.40415594686864e-05
Caudate	ENSG00000176597.11	B3GNT5	2.0	0.485	0.463275530670934	0.007220683394692
Caudate	ENSG00000116183.10	PAPPA2	2.0	0.485	0.349936509370318	0.0073025927232652
Caudate	ENSG00000140105.17	WARS	2.0	0.492	-0.295144423897139	0.0144972347329617
Caudate	ENSG00000019549.8	SNAI2	2.0	0.494	0.418238895191472	0.000213829504886
Caudate	ENSG00000133069.15	TMCC2	2.0	0.494	0.289077362775849	0.0054654881835819
Caudate	ENSG00000168385.17	SEPT2	2.0	0.496	0.339879215828758	0.0006332136241562
Caudate	ENSG00000241945.7	PWP2	2.0	0.499	-1.31101575157568	1.11022302462516e-16
Caudate	ENSG00000129667.12	RHBDF2	2.0	0.506	-0.35385965193376	0.0081089723940804
Caudate	ENSG00000142347.16	MYO1F	2.0	0.507	-0.52400894630843	0.0003859887370184
Caudate	ENSG00000109576.13	AADAT	2.0	0.508	0.325415410570913	0.0044710228800782
Caudate	ENSG00000177483.11	RBM44	2.0	0.509	0.778353981258825	0.0160401109215781
Caudate	ENSG00000188738.13	FSIP2	2.0	0.512	0.873414807723475	1.38783717813504e-08
Caudate	ENSG00000152689.17	RASGRP3	2.0	0.512	0.502039992900274	0.0126302478712446
Caudate	ENSG00000163947.11	ARHGEF3	2.0	0.515	-0.336312181274591	0.0370536780685093
Caudate	ENSG00000075223.13	SEMA3C	2.0	0.516	1.08674502230507	6.20759846837844e-24
Caudate	ENSG00000102468.10	HTR2A	2.0	0.52	0.44210708419707	0.0053661424589598
Caudate	ENSG00000138379.4	MSTN	2.0	0.523	0.922324891127534	8.23777508175085e-13
Caudate	ENSG00000155926.13	SLA	2.0	0.524	-0.583535851987037	7.46206801682803e-06
Caudate	ENSG00000163131.10	CTSS	2.0	0.525	-0.509854053637428	9.70412085021799e-07
Caudate	ENSG00000115252.18	PDE1A	2.0	0.528	-0.923865898695838	6.06181771445336e-14
Caudate	ENSG00000168389.17	MFSD2A	2.0	0.538	0.386465533769963	0.0005866634776821
Caudate	ENSG00000211448.11	DIO2	2.0	0.539	1.31121349661719	1.54544264972677e-37
Caudate	ENSG00000148082.9	SHC3	2.0	0.54	0.24250228498483	0.0131042497896846
Caudate	ENSG00000155858.5	LSM11	2.0	0.547	-0.336967398419449	0.0007462284178292
Caudate	ENSG00000103742.11	IGDCC4	2.0	0.55	-0.500480704064193	0.0015082595817143
Caudate	ENSG00000206052.10	DOK6	2.0	0.551	0.490662685110669	6.53240620554687e-09
Caudate	ENSG00000164236.11	ANKRD33B	2.0	0.552	-0.238579833390393	0.0390122376710785
Caudate	ENSG00000081923.11	ATP8B1	2.0	0.56	0.338544917567025	0.0111013001548935
Caudate	ENSG00000102290.21	PCDH11X	2.0	0.56	-0.306555275919863	0.0167433880117692
Caudate	ENSG00000019582.14	CD74	2.0	0.564	-0.507378512909788	0.0062229943757919
Caudate	ENSG00000137161.16	CNPY3	2.0	0.567	-0.2555628291734	0.0198712865329063
Caudate	ENSG00000133116.7	KL	2.0	0.568	0.77125528700764	4.513933877513e-05
Caudate	ENSG00000144857.14	BOC	2.0	0.576	-0.394781288997611	0.0264575597933452
Caudate	ENSG00000118515.11	SGK1	2.0	0.577	0.35374842967145	0.0331614086611325
Caudate	ENSG00000076706.15	MCAM	3.0	0.582	0.541344287686747	9.13399271036515e-05
Caudate	ENSG00000179583.18	CIITA	3.0	0.583	-0.314582180577578	0.0010501859240345
Caudate	ENSG00000131584.18	ACAP3	3.0	0.586	0.218728547472515	0.0335047081007704
Caudate	ENSG00000025423.11	HSD17B6	3.0	0.591	0.529415241932412	1.86493613594929e-06
Caudate	ENSG00000169252.5	ADRB2	3.0	0.591	-0.254060923171423	0.0379844356257286
Caudate	ENSG00000143194.12	MAEL	3.0	0.604	0.252905724906753	0.040661254435574
Caudate	ENSG00000197181.11	PIWIL2	3.0	0.605	0.57790634954196	0.0027283399235275
Caudate	ENSG00000110080.18	ST3GAL4	3.0	0.607	0.318954321226677	0.0155689963764569
Caudate	ENSG00000166484.19	MAPK7	3.0	0.609	0.532250949794066	1.89559967649498e-05
Caudate	ENSG00000182175.13	RGMA	3.0	0.616	-0.30290625180772	0.0172057665152596
Caudate	ENSG00000164142.15	FAM160A1	3.0	0.621	-0.32108522797958	0.0190106437550384
Caudate	ENSG00000129244.8	ATP1B2	3.0	0.624	-0.318105427631966	0.0451242228677934
Caudate	ENSG00000155761.13	SPAG17	3.0	0.626	-1.25857975562115	1.0917261539233902e-09
Caudate	ENSG00000154227.13	CERS3	3.0	0.627	-0.890514930601275	0.0
Caudate	ENSG00000185518.11	SV2B	3.0	0.631	-0.520620160743038	2.79224160877334e-05
Caudate	ENSG00000186654.20	PRR5	3.0	0.635	-0.636983235367469	0.0013227378690976
Caudate	ENSG00000169896.16	ITGAM	3.0	0.635	-0.392710745694623	0.0056953999362355
Caudate	ENSG00000158887.15	MPZ	3.0	0.638	0.722622378342407	6.2990307458676194e-12
Caudate	ENSG00000132164.9	SLC6A11	3.0	0.64	-0.419317629846873	0.0331610553268191
Caudate	ENSG00000181291.6	TMEM132E	3.0	0.644	-0.430286541254939	0.0011357611448716
Caudate	ENSG00000142512.14	SIGLEC10	3.0	0.644	-0.640117020690314	0.0023458979037742
Caudate	ENSG00000107611.14	CUBN	3.0	0.647	0.538475222187371	0.017648635152088
Caudate	ENSG00000132470.13	ITGB4	3.0	0.648	-0.727193343190792	0.0001501295919388
Caudate	ENSG00000137726.16	FXYD6	3.0	0.649	-0.426689141649776	0.0316236360408101
Caudate	ENSG00000091986.15	CCDC80	3.0	0.65	0.273595367634504	0.0446861443765086
Caudate	ENSG00000214290.7	COLCA2	3.0	0.651	-0.327734276778415	9.62467879650486e-06
Caudate	ENSG00000074706.13	IPCEF1	3.0	0.655	-0.579356338127897	0.0008241811720606
Caudate	ENSG00000084628.9	NKAIN1	3.0	0.656	0.882476125064273	2.61727646903025e-06
Caudate	ENSG00000173821.19	RNF213	3.0	0.656	-0.28424414498513	0.0254275523108835
Caudate	ENSG00000070778.12	PTPN21	3.0	0.656	0.180771760150238	0.0353325424007306
Caudate	ENSG00000264343.5	NOTCH2NL	3.0	0.658	-0.617262052528511	0.0102191622136052
Caudate	ENSG00000138759.17	FRAS1	3.0	0.658	-0.428198722381172	0.034276785035086
Caudate	ENSG00000136280.15	CCM2	3.0	0.66	0.176378025427368	0.0486334113168172
Caudate	ENSG00000185883.11	ATP6V0C	3.0	0.667	-0.307748433810618	0.0198412941730277
Caudate	ENSG00000137491.14	SLCO2B1	3.0	0.667	-0.255432745971995	0.0302636993495333
Caudate	ENSG00000136982.5	DSCC1	3.0	0.668	0.723094748074765	0.0005223960678647
Caudate	ENSG00000243667.6	WDR92	3.0	0.668	-0.290105173079891	0.0251736873403193
Caudate	ENSG00000162496.8	DHRS3	3.0	0.674	-0.441320485130215	0.001730883581124
Caudate	ENSG00000122367.19	LDB3	3.0	0.676	0.420419530524318	0.0234046572396394
Caudate	ENSG00000148680.15	HTR7	3.0	0.68	0.314782586143163	0.0040345658717035
Caudate	ENSG00000128602.9	SMO	3.0	0.684	-0.551290851314156	0.0003600096566255
Caudate	ENSG00000115073.7	ACTR1B	3.0	0.684	0.282868875230974	0.04205205066521
Caudate	ENSG00000013563.13	DNASE1L1	3.0	0.685	0.219581827166976	0.0309045432881157
Caudate	ENSG00000220201.7	ZGLP1	3.0	0.686	-0.426870285561983	5.73300087969297e-06
Caudate	ENSG00000167306.19	MYO5B	3.0	0.688	-0.671476372025523	1.21834692334843e-08
Caudate	ENSG00000039319.16	ZFYVE16	3.0	0.689	0.459926322562444	0.0003722777505539
Caudate	ENSG00000134755.14	DSC2	3.0	0.689	0.468506871874111	0.0218698409059362
Caudate	ENSG00000078269.13	SYNJ2	3.0	0.691	0.339446905338993	0.0185077722936324
Caudate	ENSG00000139567.12	ACVRL1	3.0	0.692	-0.153186648621601	0.0459727528856491
Caudate	ENSG00000115514.11	TXNDC9	3.0	0.694	0.271917226329123	0.0482519096343885
Caudate	ENSG00000006282.20	SPATA20	3.0	0.698	0.649037307775566	4.88180281623726e-05
Caudate	ENSG00000154678.16	PDE1C	3.0	0.699	0.323572561486689	0.0132009451480454
Caudate	ENSG00000169432.14	SCN9A	3.0	0.708	-0.326786301975793	0.0451452716088574
Caudate	ENSG00000010610.9	CD4	3.0	0.709	-0.820735362291382	5.9929838869266e-13
Caudate	ENSG00000166710.17	B2M	3.0	0.709	-0.263345244342767	0.0119778488704216
Caudate	ENSG00000228672.3	PROB1	3.0	0.71	-0.494861393480313	0.0062928292833638
Caudate	ENSG00000140519.12	RHCG	3.0	0.716	-0.627895755212143	1.83429454847506e-07
Caudate	ENSG00000130222.10	GADD45G	3.0	0.719	0.46605861924671	0.0175658293418113
Caudate	ENSG00000140795.12	MYLK3	3.0	0.72	-1.39103905067192	1.89993795696175e-07
Caudate	ENSG00000168386.18	FILIP1L	3.0	0.725	0.785437294018632	1.05608062387666e-12
Caudate	ENSG00000105146.12	AURKC	3.0	0.726	0.34517355428747	0.0449700314288873
Caudate	ENSG00000148344.10	PTGES	3.0	0.727	0.390166481468102	0.037731304842739
Caudate	ENSG00000160200.17	CBS	3.0	0.728	-0.604211830643678	0.0053809928457089
Caudate	ENSG00000117724.12	CENPF	3.0	0.733	-0.394011867622981	0.0013677048644614
Caudate	ENSG00000196878.13	LAMB3	3.0	0.738	0.357118099474487	0.0093088859650951
Caudate	ENSG00000131459.12	GFPT2	3.0	0.74	-0.232147110603606	0.0214873002185263
Caudate	ENSG00000184979.9	USP18	3.0	0.742	0.271967487207037	0.0367490153922062
Caudate	ENSG00000239282.7	GATSL3	3.0	0.746	-0.958502059477778	4.70734562441066e-14
Caudate	ENSG00000145920.14	CPLX2	4.0	0.75	0.339639703752055	0.0092262082919644
Caudate	ENSG00000110975.8	SYT10	4.0	0.753	0.393083649627235	0.0075490700389057
Caudate	ENSG00000169213.6	RAB3B	4.0	0.754	-1.5847225947082	4.0447069027393914e-09
Caudate	ENSG00000185482.7	STAC3	4.0	0.754	-0.347718254381366	6.69509982520467e-06
Caudate	ENSG00000206503.11	HLA-A	4.0	0.754	-0.38552944251944	0.003409817178797
Caudate	ENSG00000162643.12	WDR63	4.0	0.757	-1.26021579495431	0.0
Caudate	ENSG00000131941.7	RHPN2	4.0	0.759	0.496462370774209	0.002913546027643
Caudate	ENSG00000185436.11	IFNLR1	4.0	0.763	-0.462901326755725	0.0090723190475017
Caudate	ENSG00000275395.4	FCGBP	4.0	0.767	-0.838249776679498	0.0159686653950919
Caudate	ENSG00000171241.8	SHCBP1	4.0	0.767	0.243363426343385	0.0340509897312688
Caudate	ENSG00000188672.17	RHCE	4.0	0.768	-0.470375390801692	0.011851911726759
Caudate	ENSG00000204314.10	PRRT1	4.0	0.772	-0.262910915926669	0.0018184438987991
Caudate	ENSG00000139044.10	B4GALNT3	4.0	0.775	0.49984268252842	4.08866446549634e-05
Caudate	ENSG00000169100.13_PAR_Y	SLC25A6	4.0	0.779	-0.970712325140075	0.0119892396646929
Caudate	ENSG00000162614.18	NEXN	4.0	0.779	0.251042104501655	0.0222208490897134
Caudate	ENSG00000169136.9	ATF5	4.0	0.78	-0.545278892743983	0.005757786859499
Caudate	ENSG00000177409.11	SAMD9L	4.0	0.783	-0.319028722599703	0.0044903030380419
Caudate	ENSG00000170160.17	CCDC144A	4.0	0.785	0.580601975501126	0.0115857991071818
Caudate	ENSG00000134531.9	EMP1	4.0	0.787	1.19810110227053	3.961745560651469e-16
Caudate	ENSG00000204267.13	TAP2	4.0	0.787	-0.291733484843899	0.0078197851541286
Caudate	ENSG00000167553.14	TUBA1C	4.0	0.792	-1.02276811655702	1.07057122198384e-05
Caudate	ENSG00000091536.16	MYO15A	4.0	0.8	-0.453053165027693	3.69564190280114e-05
Caudate	ENSG00000211445.11	GPX3	4.0	0.801	-0.420854242307163	0.0428236296765879
Caudate	ENSG00000204267.13	TAP2	4.0	0.806	-0.291733484843899	0.0078197851541286
Caudate	ENSG00000146192.14	FGD2	4.0	0.806	0.301005860101589	0.0157442845961018
Caudate	ENSG00000182718.16	ANXA2	4.0	0.808	-0.247766094703802	0.0251516946594536
Caudate	ENSG00000103226.17	NOMO3	4.0	0.81	1.6604867492587	6.749600875457169e-34
Caudate	ENSG00000218823.1	PAPOLB	4.0	0.81	0.340474680109535	0.0281053240520461
Caudate	ENSG00000160712.12	IL6R	4.0	0.813	-0.278491686269388	0.0273755843789192
Caudate	ENSG00000123977.9	DAW1	4.0	0.814	-0.511592782420303	0.0004675807163941
Caudate	ENSG00000138496.16	PARP9	4.0	0.814	-0.3367202345283	0.0062740137964706
Caudate	ENSG00000112280.15	COL9A1	4.0	0.814	0.238913802795077	0.0306911986737851
Caudate	ENSG00000119326.14	CTNNAL1	4.0	0.816	0.380141753531952	0.0137464741613912
Caudate	ENSG00000167123.18	CERCAM	4.0	0.819	0.555551823449638	0.02193204837801
Caudate	ENSG00000172954.13	LCLAT1	4.0	0.82	-0.392026722056772	0.0025727174347542
Caudate	ENSG00000155380.11	SLC16A1	4.0	0.821	-0.337897201398527	0.0109177875649416
Caudate	ENSG00000064545.14	TMEM161A	4.0	0.821	-0.23297389570666	0.021197767171407
Caudate	ENSG00000205560.12	CPT1B	4.0	0.827	0.173325616378711	0.0441763771006167
Caudate	ENSG00000109775.10	UFSP2	4.0	0.828	0.456175976913841	0.0236050041766943
Caudate	ENSG00000186732.13	MPPED1	4.0	0.83	0.372989712980952	0.0025439891775815
Caudate	ENSG00000077238.13	IL4R	4.0	0.832	-0.266320001494789	0.0451913818971406
Caudate	ENSG00000204386.10	NEU1	4.0	0.838	-0.358001293098764	0.0140473972941245
Caudate	ENSG00000257335.8	MGAM	4.0	0.84	-1.04363869674462	2.20712658149935e-08
Caudate	ENSG00000174130.12	TLR6	4.0	0.847	-0.612809472572567	0.0121300773988035
Caudate	ENSG00000074276.10	CDHR2	4.0	0.849	-0.602806541612798	0.0126998651018025
Caudate	ENSG00000135973.2	GPR45	4.0	0.85	-0.887051758451492	7.40152383826853e-12
Caudate	ENSG00000140057.8	AK7	4.0	0.853	-0.491773447344663	0.0080645105199225
Caudate	ENSG00000101311.15	FERMT1	4.0	0.854	-0.351620606116533	0.004843633224667
Caudate	ENSG00000180071.19	ANKRD18A	4.0	0.856	0.469383610871704	2.94801921514326e-05
Caudate	ENSG00000088756.12	ARHGAP28	4.0	0.856	0.477506407906324	0.0451736272511903
Caudate	ENSG00000004838.13	ZMYND10	4.0	0.859	-0.682525177831603	9.92906166175089e-08
Caudate	ENSG00000146376.10	ARHGAP18	4.0	0.859	-0.460706429262974	0.0270606252033812
Caudate	ENSG00000217930.7	PAM16	4.0	0.86	0.466471612313838	0.0034186717025597
Caudate	ENSG00000121957.12	GPSM2	4.0	0.864	0.476233801263031	1.54315911038243e-07
Caudate	ENSG00000155090.14	KLF10	4.0	0.865	0.517525341107706	0.0153304324288807
Caudate	ENSG00000172673.10	THEMIS	4.0	0.868	0.687976516183004	7.76549920148905e-10
Caudate	ENSG00000160867.14	FGFR4	4.0	0.868	-1.19845758770527	1.32258278662256e-07
Caudate	ENSG00000204970.9	PCDHA1	4.0	0.876	-0.286524280855225	0.0019804245833826
Caudate	ENSG00000242866.9	STRC	4.0	0.878	0.737022858898857	4.24094365087451e-12
Caudate	ENSG00000135678.11	CPM	4.0	0.879	0.431414266746209	9.34087603097965e-05
Caudate	ENSG00000198520.10	C1orf228	4.0	0.88	-0.812723939598409	1.90053585091832e-08
Caudate	ENSG00000240583.10	AQP1	4.0	0.881	0.380576322394312	0.0103402799099132
Caudate	ENSG00000155026.16	RSPH10B	4.0	0.882	-0.208391426724236	0.0150989118661904
Caudate	ENSG00000240720.7	LRRD1	4.0	0.883	-0.213339824053864	0.0205794417562396
Caudate	ENSG00000116830.11	TTF2	4.0	0.884	-0.33310926761594	0.0048820505526942
Caudate	ENSG00000228716.6	DHFR	4.0	0.884	0.464022340388375	0.0294264452765104
Caudate	ENSG00000055813.5	CCDC85A	4.0	0.887	0.446651625496502	0.0292155445888941
Caudate	ENSG00000138642.14	HERC6	4.0	0.887	-0.455746552039741	0.0432605725737781
Caudate	ENSG00000132661.3	NXT1	4.0	0.888	0.230072515513824	0.0469329568316078
Caudate	ENSG00000117115.12	PADI2	4.0	0.891	0.574695575020787	3.06906580147233e-05
Caudate	ENSG00000170835.13	CEL	4.0	0.892	-0.941397145450049	4.27226300792061e-06
Caudate	ENSG00000130348.11	QRSL1	4.0	0.893	-0.239455038116697	0.0155416225861549
Caudate	ENSG00000054277.13	OPN3	4.0	0.894	-0.384290150008013	0.0003027749645236
Caudate	ENSG00000183943.5	PRKX	4.0	0.895	-0.654964904345927	1.08801856413265e-14
Caudate	ENSG00000042832.11	TG	4.0	0.896	0.307276018217007	0.0241220324211074
Caudate	ENSG00000243725.6	TTC4	4.0	0.897	-0.297322418884461	0.0018723205523718
Caudate	ENSG00000123643.12	SLC36A1	4.0	0.901	-0.349296130752779	0.0019547575404761
Caudate	ENSG00000132429.9	POPDC3	4.0	0.902	0.483670297068087	0.0004037579741969
Caudate	ENSG00000173041.11	ZNF680	4.0	0.903	0.343700353085023	0.0024411438832197
Caudate	ENSG00000099860.8	GADD45B	4.0	0.904	0.978686706537779	2.05487553557467e-09
Caudate	ENSG00000123975.4	CKS2	4.0	0.905	-0.352819606312438	0.0001230879405896
Caudate	ENSG00000162591.15	MEGF6	4.0	0.908	0.308022519186651	0.0002944093633666
Caudate	ENSG00000179886.5	TIGD5	4.0	0.908	-0.436642104496594	0.0009124793625412
Caudate	ENSG00000105497.7	ZNF175	4.0	0.91	-0.350700473559664	0.0038398114961808
Caudate	ENSG00000177426.20	TGIF1	5.0	0.911	-0.289141716530496	0.0075499963779195
Caudate	ENSG00000066379.14	ZNRD1	4.0	0.911	0.236465821450122	0.0115622793307028
Caudate	ENSG00000234745.9	HLA-B	5.0	0.912	-0.473456556451265	0.0003373279415507
Caudate	ENSG00000171502.14	COL24A1	5.0	0.912	-0.517134334821722	0.0214505442421682
Caudate	ENSG00000198855.6	FICD	5.0	0.916	0.189079859382353	0.0457724772504161
Caudate	ENSG00000106823.12	ECM2	5.0	0.922	-0.723121034752568	8.88748297178665e-10
Caudate	ENSG00000197140.14	ADAM32	5.0	0.922	0.553708828244336	4.67980147841663e-09
Caudate	ENSG00000122674.11	CCZ1	5.0	0.922	0.469856381610317	0.0023560700132868
Caudate	ENSG00000106477.18	CEP41	5.0	0.922	-0.295812921731669	0.0261042932063249
Caudate	ENSG00000051596.9	THOC3	5.0	0.925	-1.22299083814055	3.20851123447596e-11
Caudate	ENSG00000230797.2	YY2	5.0	0.925	-0.551716409835661	0.0003080372066398
Caudate	ENSG00000163689.19	C3orf67	5.0	0.925	-0.441266180498665	0.0010633248619762
Caudate	ENSG00000089127.12	OAS1	5.0	0.927	-0.781610638917906	0.004518341763113
Caudate	ENSG00000204428.12	LY6G5C	5.0	0.929	1.97968919784361	1.9618215259076104e-19
