""	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	Class	meanExprs	NumTx	gencodeTx	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENSG00000215374.5	3339	ENSG00000215374.5	ENSG00000215374	lincRNA	FAM66B	100128890	InGen	0.80949538663015	2	ENST00000529456.1|ENST00000606573.1	1.18242172341979	2.22670123628328	10.2706273354211	1.65581350581884e-20	3.36792467083552e-17	35.9170281683874	0.120735468404864
ENSG00000241717.1	2907	ENSG00000241717.1	ENSG00000241717	transcribed_unprocessed_pseudogene	VWFP1		InGen	0.170617702473631	1	ENST00000457911.1	-1.70716028344369	-0.484452664876352	-10.1908570247086	2.8997342792353e-20	5.40655456363421e-17	34.358975959542	0.275333901910278
ENSG00000182698.11	1140	ENSG00000182698.11	ENSG00000182698	protein_coding	RESP18	389075	InGen	2.82105147215492	3	ENST00000470719.1|ENST00000392083.5|ENST00000333527.5	3.32843903957866	1.34796382115993	9.90926328332419	2.07024277301708e-19	3.56304706180647e-16	33.3274339920939	0.0581662111679933
ENSG00000125656.8	2276	ENSG00000125656.8	ENSG00000125656	protein_coding	CLPP	8192	InGen	1.88323696444443	6	ENST00000245816.8|ENST00000596070.1|ENST00000594780.1|ENST00000597326.5|ENST00000596149.5|ENST00000596605.1	-0.293380890102188	3.12946246505995	-9.76074347683042	5.79062506179074e-19	9.25424608089329e-16	32.4463361370721	0.0645495161925603
ENSG00000260306.1	1665	ENSG00000260306.1	ENSG00000260306	lincRNA	""		InGen	0.260643439130069	1	ENST00000567370.1	0.957099213004229	-0.417032276666285	9.42340239173562	5.85580596045147e-18	8.73452017060941e-15	29.4689874964873	0.0614097517770863
ENSG00000261377.5	5244	ENSG00000261377.5	ENSG00000261377	transcribed_unprocessed_pseudogene	PDCD6IPP2		InGen	0.749270653851479	7	ENST00000565892.1|ENST00000562423.5|ENST00000566321.5|ENST00000563202.1|ENST00000566178.5|ENST00000564604.5|ENST00000563144.1	1.00246305052217	2.84172421826156	9.41188763905017	6.33338915767696e-18	8.85645306336652e-15	30.1122856212784	0.0350509641009276
ENSG00000147403.16	4825	ENSG00000147403.16	ENSG00000147403	protein_coding	RPL10	6134	InGen	17.8046105874056	18	ENST00000492572.5|ENST00000369817.6|ENST00000479366.1|ENST00000424325.6|ENST00000618723.4|ENST00000436473.5|ENST00000344746.8|ENST00000489200.5|ENST00000491035.5|ENST00000458500.5|ENST00000485196.5|ENST00000482732.1|ENST00000467168.5|ENST00000406022.6|ENST00000451365.1|ENST00000449494.5|ENST00000427682.5|ENST00000428169.1	0.322289718148379	7.38407432948324	9.32034413589022	1.17956567342612e-17	1.55244719866094e-14	29.2360468435996	0.0769691821238119
ENSG00000196312.12	3488	ENSG00000196312.12	ENSG00000196312	protein_coding	MFSD14C		InGen	2.1675800737253	8	ENST00000637409.1|ENST00000506067.1|ENST00000637076.1|ENST00000637099.1|ENST00000637864.1|ENST00000602917.5|ENST00000375223.4|ENST00000637811.1	0.384627307692223	3.86026357864892	9.30162742339598	1.3390844981143e-17	1.66448203115608e-14	29.2962984958345	0.130683173702491
ENSG00000237973.1	1543	ENSG00000237973.1	ENSG00000237973	unprocessed_pseudogene	MTCO1P12		InGen	118.624139563403	1	ENST00000414273.1	-2.80510866235016	6.46801284546212	-9.23691900806209	2.07441153071404e-17	2.44278334674716e-14	28.7034550710676	0.123238305597501
ENSG00000123643.12	6980	ENSG00000123643.12	ENSG00000123643	protein_coding	SLC36A1	206358	InGen	1.45573042425058	11	ENST00000520111.5|ENST00000520701.5|ENST00000429484.6|ENST00000243389.7|ENST00000616007.4|ENST00000517945.5|ENST00000521925.5|ENST00000521351.1|ENST00000519829.2|ENST00000517628.1|ENST00000522185.1	-0.400135009249127	4.20071176232619	-9.12243279344865	4.48561252307115e-17	5.0180547295597e-14	28.0656962769688	0.0999404359075093
ENSG00000109775.10	2781	ENSG00000109775.10	ENSG00000109775	protein_coding	UFSP2	55325	InGen	4.42735507117046	9	ENST00000514247.5|ENST00000264689.10|ENST00000510206.5|ENST00000510755.5|ENST00000511485.5|ENST00000509180.1|ENST00000502428.5|ENST00000502282.1|ENST00000505357.1	0.339060612465033	4.61904972217218	9.02432649445173	8.6573704226901e-17	9.22380980177468e-14	27.3739891412593	0.0223949855898471
ENSG00000272324.5	377	ENSG00000272324.5	ENSG00000272324	antisense	""		InGen	0.437364944274425	2	ENST00000606513.5|ENST00000606588.1	1.39422570324438	-1.88028889198395	8.85283217945066	2.71182436557317e-16	2.75792537978791e-13	24.8144617952635	0.0490818071703069
ENSG00000138381.9	2504	ENSG00000138381.9	ENSG00000138381	protein_coding	ASNSD1	54529	InGen	6.71460879433382	9	ENST00000607062.5|ENST00000260952.8|ENST00000425590.1|ENST00000605941.5|ENST00000607535.5|ENST00000420250.1|ENST00000606910.5|ENST00000607690.1|ENST00000607829.5	0.211299593209841	5.05750034420134	8.72546519094111	6.29120094812019e-16	6.11997087014092e-13	25.3761026521408	0.122835640907396
ENSG00000254682.1	680	ENSG00000254682.1	ENSG00000254682	antisense	""		InGen	1.45920114963556	1	ENST00000529369.1	0.941623828663641	0.830868525174927	8.59869941031987	1.44550849191448e-15	1.34757529158727e-12	24.7052258487972	0.0575678258879506
ENSG00000210151.2	69	ENSG00000210151.2	ENSG00000210151	Mt_tRNA	MT-TS1		InGen	42.2363754052927	1	ENST00000387416.2	1.22455203375096	2.19224717352799	8.47839976262084	3.16622854701054e-15	2.83364790043256e-12	24.0541420262187	0.101905006537917
ENSG00000206149.10	8310	ENSG00000206149.10	ENSG00000206149	transcribed_unprocessed_pseudogene	HERC2P9	440248	InGen	1.62099450904156	8	ENST00000507787.1|ENST00000529624.5|ENST00000529537.1|ENST00000524476.5|ENST00000529353.1|ENST00000530420.5|ENST00000528584.5|ENST00000569226.1	0.716106125618163	4.5812476663565	8.46888922629005	3.36793656085752e-15	2.89823894663947e-12	23.7717336818316	0.0395971422047686
ENSG00000105928.13	8897	ENSG00000105928.13	ENSG00000105928	protein_coding	DFNA5	1687	InGen	0.661811593287721	14	ENST00000342947.7|ENST00000419307.5|ENST00000479636.1|ENST00000409970.5|ENST00000409775.7|ENST00000430096.1|ENST00000415480.5|ENST00000446822.5|ENST00000469133.1|ENST00000411476.2|ENST00000559637.5|ENST00000493723.5|ENST00000414428.1|ENST00000473990.1	-0.452571526570715	3.56771723439908	-8.44022285744086	4.05620653332661e-15	3.36124314728332e-12	23.7079868051484	0.109412186217712
ENSG00000111215.11	3026	ENSG00000111215.11	ENSG00000111215	protein_coding	PRR4	11272	InGen	0.866983268546001	14	ENST00000542881.5|ENST00000544994.5|ENST00000228811.8|ENST00000535024.5|ENST00000540107.2|ENST00000539285.2|ENST00000539179.5|ENST00000540808.2|ENST00000542658.1|ENST00000546317.1|ENST00000534923.1|ENST00000541456.1|ENST00000546265.1|ENST00000541175.1	-0.580838077278354	2.34230919024922	-8.41703575730914	4.71348915315889e-15	3.76641451117061e-12	23.6621686387401	0.0405956768948537
ENSG00000144741.17	5850	ENSG00000144741.17	ENSG00000144741	protein_coding	SLC25A26	115286	InGen	1.98333803470801	6	ENST00000354883.10|ENST00000336733.10|ENST00000464350.6|ENST00000413054.5|ENST00000483224.5|ENST00000484768.1	0.326431502655408	4.54969604751329	8.38403697058774	5.83461070534128e-15	4.5015027559071e-12	23.2295079546404	0.271309125722812
ENSG00000278048.1	191	ENSG00000278048.1	ENSG00000278048	snRNA	""		InGen	3.04582509130172	1	ENST00000613119.1	1.42355868478797	-0.251749141223564	8.36278710669825	6.69255591929606e-15	4.991308204611e-12	22.9543613018833	0.0213882568036868
ENSG00000228510.2	1734	ENSG00000228510.2	ENSG00000228510	processed_pseudogene	""		InGen	0.632781351905401	1	ENST00000449048.2	1.14415960845334	0.948299684126873	8.29843924663289	1.01286399663973e-14	7.31026421316687e-12	22.8646569335606	0.0306815907891968
ENSG00000224003.1	1628	ENSG00000224003.1	ENSG00000224003	processed_pseudogene	YES1P1		InGen	0.341648678436453	1	ENST00000418510.1	0.740416915798154	-0.221323090977789	8.25492422424927	1.33922413775971e-14	9.12499305408502e-12	22.312709203301	0.0243256438581538
ENSG00000151773.12	5403	ENSG00000151773.12	ENSG00000151773	protein_coding	CCDC122	160857	InGen	0.488353861084951	5	ENST00000470137.5|ENST00000444614.7|ENST00000476570.2|ENST00000614023.1|ENST00000611737.1	0.460071307769148	2.36723913948375	8.25415206014988	1.34586918201844e-14	9.12499305408502e-12	22.6379614428491	0.0637466574848648
ENSG00000107951.13	8397	ENSG00000107951.13	ENSG00000107951	protein_coding	MTPAP	55149	InGen	1.96295532819674	6	ENST00000263063.8|ENST00000488290.5|ENST00000417581.1|ENST00000421701.1|ENST00000471055.1|ENST00000611134.1	0.167895592631497	5.0491172601136	8.24319888396363	1.44372273862381e-14	9.50054486881445e-12	22.2841796821947	0.043755739294227
ENSG00000261195.1	994	ENSG00000261195.1	ENSG00000261195	antisense	""	105371115	InGen	0.951160406361319	3	ENST00000564490.1|ENST00000568843.1|ENST00000565817.1	0.951919242114188	0.914785461129015	8.15870988445375	2.47692130690531e-14	1.58338963773427e-11	21.9975508991283	0.0296305900744557
ENSG00000260897.1	452	ENSG00000260897.1	ENSG00000260897	unprocessed_pseudogene	DNM1P30		InGen	0.506459681810996	1	ENST00000563586.1	1.33517036501039	-1.43643052067837	8.14659393625617	2.67564675574936e-14	1.66291445869823e-11	21.064751675884	0.0428905187118127
ENSG00000176809.10	7641	ENSG00000176809.10	ENSG00000176809	protein_coding	LRRC37A3	374819	InGen	0.697485004671719	12	ENST00000339474.9|ENST00000400877.7|ENST00000334962.9|ENST00000319651.9|ENST00000584306.5|ENST00000583510.1|ENST00000579305.1|ENST00000581368.5|ENST00000584788.5|ENST00000580464.1|ENST00000580439.1|ENST00000577487.1	0.393762960321572	3.28637770255139	8.12455353077926	3.07846321247451e-14	1.86155502475418e-11	21.7548377697528	0.0212965271847236
ENSG00000264343.5	6443	ENSG00000264343.5	ENSG00000264343	protein_coding	NOTCH2NL	388677	InGen	0.255149918274249	4	ENST00000479995.2|ENST00000579793.6|ENST00000578207.5|ENST00000362074.7	-0.79151413280814	1.56015628709225	-8.11921441757213	3.18474743271903e-14	1.87514576472778e-11	21.8064584438723	0.0661398661192583
ENSG00000279656.1	1135	ENSG00000279656.1	ENSG00000279656	TEC	""		InGen	0.53135916627118	1	ENST00000624870.1	2.31306391899238	-0.604112714849464	8.09254788619659	3.77246413524464e-14	2.16423365543497e-11	21.1423275029548	0.0367922857085672
ENSG00000120071.12	13928	ENSG00000120071.12	ENSG00000120071	protein_coding	KANSL1	284058	InGen	2.52021052303533	17	ENST00000572218.5|ENST00000574590.5|ENST00000576870.5|ENST00000575318.5|ENST00000572904.5|ENST00000262419.10|ENST00000432791.5|ENST00000574963.1|ENST00000573682.1|ENST00000576137.1|ENST00000573286.1|ENST00000572679.1|ENST00000577114.1|ENST00000576248.1|ENST00000574655.5|ENST00000571698.1|ENST00000576739.1	0.30105927199363	6.10656193283563	7.99583834590888	6.95517043253569e-14	3.89037458143884e-11	20.6749449952131	0.0259953881182294
ENSG00000277556.1	957	ENSG00000277556.1	ENSG00000277556	protein_coding	OR13C5	138799	InGen	0.783044334172392	1	ENST00000374779.3	0.808611798485949	0.495741996024785	7.98285286338976	7.5483925204753e-14	4.11921303056377e-11	20.868937011247	0.0511149774680259
ENSG00000112659.13	12251	ENSG00000112659.13	ENSG00000112659	protein_coding	CUL9	23113	InGen	2.89638830075549	18	ENST00000252050.8|ENST00000451399.5|ENST00000515773.5|ENST00000372647.6|ENST00000510282.1|ENST00000515344.1|ENST00000512408.2|ENST00000504485.5|ENST00000502719.5|ENST00000505172.5|ENST00000502937.5|ENST00000513904.1|ENST00000508656.1|ENST00000506830.5|ENST00000512423.1|ENST00000503766.5|ENST00000505405.1|ENST00000504647.1	0.248309001167162	6.18556278185036	7.97316232172942	8.02346081949061e-14	4.2742121994115e-11	20.5325456725072	0.0282088017053974
ENSG00000148296.6	4626	ENSG00000148296.6	ENSG00000148296	protein_coding	SURF6	6838	InGen	3.12500147408562	2	ENST00000372022.5|ENST00000468290.1	-0.298217522022169	4.8888062739823	-7.95758827556445	8.84966892339198e-14	4.60470912772028e-11	20.512723176579	0.0246883083835311
ENSG00000153029.14	9348	ENSG00000153029.14	ENSG00000153029	protein_coding	MR1	3140	InGen	0.735016378034011	9	ENST00000434571.6|ENST00000614012.4|ENST00000617803.4|ENST00000486453.1|ENST00000367579.7|ENST00000282990.10|ENST00000367580.5|ENST00000438435.6|ENST00000367578.1	-0.386977984230415	3.75052883416244	-7.92315661236169	1.09869116216544e-13	5.58684455961127e-11	20.4434961385269	0.0322701172501305
ENSG00000242110.7	4838	ENSG00000242110.7	ENSG00000242110	protein_coding	AMACR	23600	InGen	0.166862038766171	9	ENST00000335606.10|ENST00000382072.6|ENST00000506639.5|ENST00000514195.1|ENST00000382085.7|ENST00000502637.5|ENST00000426255.6|ENST00000512079.5|ENST00000382068.3	0.540058933772574	0.638592309990426	7.89367042067497	1.32177719264907e-13	6.5718762018512e-11	20.3555785975555	0.020910871326752
ENSG00000259433.2	2426	ENSG00000259433.2	ENSG00000259433	processed_pseudogene	""		InGen	0.114860128769506	1	ENST00000560646.2	1.51148822991279	-1.35999177914626	7.86335674009147	1.59781821484003e-13	7.77164885626759e-11	19.4658943363927	0.0683781391006098
ENSG00000188933.14	7676	ENSG00000188933.14	ENSG00000188933	transcribed_unprocessed_pseudogene	USP32P1		InGen	0.165230771808119	11	ENST00000417524.5|ENST00000578986.5|ENST00000393005.6|ENST00000445583.6|ENST00000577603.1|ENST00000456071.5|ENST00000444558.5|ENST00000582011.5|ENST00000437217.6|ENST00000506594.6|ENST00000341745.3	1.53229704462243	0.718958949954081	7.84092189822226	1.83813990311396e-13	8.65011859208671e-11	20.0560833125264	0.0826560416348237
ENSG00000014824.13	7225	ENSG00000014824.13	ENSG00000014824	protein_coding	SLC30A9	10463	InGen	8.74036877348169	5	ENST00000264451.11|ENST00000513699.5|ENST00000510460.1|ENST00000509683.5|ENST00000505523.1	-0.157631443182573	6.96000459942515	-7.83939388954306	1.85575083766945e-13	8.65011859208671e-11	19.6990587202255	0.134144944261227
ENSG00000168405.14	4570	ENSG00000168405.14	ENSG00000168405	unitary_pseudogene	CMAHP		InGen	0.479189975719965	8	ENST00000471416.2|ENST00000377989.8|ENST00000493257.5|ENST00000377993.6|ENST00000490939.1|ENST00000493981.1|ENST00000458373.5|ENST00000462823.1	-0.617319472917404	1.85302487404767	-7.82381037635136	2.04516436177176e-13	9.33847090413907e-11	20.0065395997714	0.106170338010039
ENSG00000077943.7	7528	ENSG00000077943.7	ENSG00000077943	protein_coding	ITGA8	8516	InGen	0.268795637394371	3	ENST00000378076.3|ENST00000477064.1|ENST00000468882.1	-0.631063118705756	1.88001618506164	-7.75904192320414	3.05963351997791e-13	1.36912480751971e-10	19.6159968600037	0.106215606055166
ENSG00000170160.17	15568	ENSG00000170160.17	ENSG00000170160	protein_coding	CCDC144A	9720	InGen	0.375964867779613	13	ENST00000478303.5|ENST00000340621.9|ENST00000436374.5|ENST00000399273.5|ENST00000399264.1|ENST00000456009.4|ENST00000360495.9|ENST00000360524.12|ENST00000420937.5|ENST00000428950.2|ENST00000328495.9|ENST00000463809.1|ENST00000470068.2	1.3483218964718	2.99161574112944	7.71377723912681	4.05005259116223e-13	1.77678189558164e-10	19.2600648506331	0.055247568600608
ENSG00000115252.18	6322	ENSG00000115252.18	ENSG00000115252	protein_coding	PDE1A	5136	InGen	1.6709811630466	9	ENST00000435564.5|ENST00000409365.5|ENST00000358139.6|ENST00000351439.9|ENST00000410103.1|ENST00000482538.5|ENST00000462938.5|ENST00000482782.5|ENST00000495511.1	-0.995706641619182	4.30037631687877	-7.68996360102346	4.69221780845773e-13	2.01891694704679e-10	18.9505246988217	0.101841762352126
ENSG00000183281.14	3220	ENSG00000183281.14	ENSG00000183281	protein_coding	PLGLB1	5343	InGen	0.258942516928498	7	ENST00000409310.6|ENST00000409801.5|ENST00000409795.5|ENST00000478636.5|ENST00000355705.3|ENST00000494194.5|ENST00000467745.1	1.10922009691952	0.442235230796302	7.66967779148826	5.3179109011553e-13	2.24496110381978e-10	18.9966434211656	0.0555348783185589
ENSG00000173457.10	1655	ENSG00000173457.10	ENSG00000173457	protein_coding	PPP1R14B	26472	InGen	2.03972804588143	3	ENST00000392210.6|ENST00000309318.7|ENST00000542235.1	-0.342228690135974	2.65436018810034	-7.62089545195437	7.18035094588311e-13	2.9750587419109e-10	18.7412175952764	0.0392016805880285
ENSG00000280071.3	3106	ENSG00000280071.3	ENSG00000280071	protein_coding	""	102724023	InGen	0.214160484071095	11	ENST00000624810.3|ENST00000625036.3|ENST00000620015.4|ENST00000620528.4|ENST00000624120.3|ENST00000624748.2|ENST00000624648.3|ENST00000623810.2|ENST00000624714.3|ENST00000623390.1|ENST00000622915.1	1.51796784551745	-0.0375291084587197	7.56466937660545	1.01361991038205e-12	4.12340579543417e-10	18.2649894223592	0.0421757666773908
ENSG00000265015.1	467	ENSG00000265015.1	ENSG00000265015	transcribed_processed_pseudogene	""		InGen	2.0321119776239	2	ENST00000581666.1|ENST00000581653.1	-0.862845813617784	0.892637004786672	-7.55274236795435	1.09032767410489e-12	4.3562484607898e-10	18.367009941856	0.019293700789185
ENSG00000163913.11	9636	ENSG00000163913.11	ENSG00000163913	protein_coding	IFT122	55764	InGen	2.35715831780304	32	ENST00000431818.6|ENST00000440957.6|ENST00000347300.6|ENST00000296266.7|ENST00000507564.5|ENST00000512220.5|ENST00000504021.5|ENST00000349441.6|ENST00000348417.6|ENST00000506507.5|ENST00000504653.5|ENST00000510524.5|ENST00000502456.5|ENST00000502304.5|ENST00000514275.5|ENST00000508826.5|ENST00000509195.5|ENST00000509815.1|ENST00000512157.5|ENST00000515783.5|ENST00000511498.1|ENST00000514081.1|ENST00000508654.1|ENST00000509522.5|ENST00000513891.1|ENST00000512814.5|ENST00000448668.2|ENST00000511425.5|ENST00000507221.1|ENST00000513932.1|ENST00000513190.1|ENST00000504444.1	0.233714828167172	5.47293388511292	7.54981728231187	1.10999931938183e-12	4.35703943365774e-10	17.9787962446781	0.0707955664267877
ENSG00000168765.15	5460	ENSG00000168765.15	ENSG00000168765	protein_coding	GSTM4	2948	InGen	1.67542079321186	12	ENST00000369836.8|ENST00000464733.5|ENST00000461767.5|ENST00000479578.5|ENST00000326729.9|ENST00000495742.5|ENST00000369833.5|ENST00000485640.5|ENST00000336075.6|ENST00000478397.5|ENST00000493171.5|ENST00000493395.1	-0.28486121141137	4.20973807454679	-7.50703401684172	1.4411624406091e-12	5.55940835279102e-10	17.8528222954091	0.0505685735992637
ENSG00000235092.5	2060	ENSG00000235092.5	ENSG00000235092	antisense	ID2-AS1	100506299	InGen	0.733053232103797	7	ENST00000412712.1|ENST00000455965.5|ENST00000453900.1|ENST00000433340.1|ENST00000433592.1|ENST00000421298.1|ENST00000418957.1	0.69508365463019	1.45535610355294	7.49721185059294	1.53000836482285e-12	5.80210290755024e-10	18.0615790047808	0.0343515778292802
ENSG00000120675.5	8042	ENSG00000120675.5	ENSG00000120675	protein_coding	DNAJC15	29103	InGen	4.2266466336182	2	ENST00000474320.1|ENST00000379221.3	-0.274372015075354	6.1260358596318	-7.46619522045727	1.84761069207283e-12	6.88974027073957e-10	17.4489761672032	0.0295395787237641
ENSG00000272750.1	2646	ENSG00000272750.1	ENSG00000272750	antisense	""		InGen	0.299533743089591	1	ENST00000608771.1	-0.568609851776362	0.570371159199826	-7.45700121770832	1.95368876338755e-12	7.16587416262838e-10	17.7752753943723	0.0310762186073776
ENSG00000224635.1	2004	ENSG00000224635.1	ENSG00000224635	lincRNA	""		InGen	0.147028696792046	1	ENST00000422519.1	-1.0763166331364	-1.06201866109277	-7.4375917789549	2.19777399853442e-12	7.81895360818895e-10	17.2220473224948	0.0428743945580977
ENSG00000274512.5	2248	ENSG00000274512.5	ENSG00000274512	protein_coding	TBC1D3L	729873	InGen	0.143872354338206	2	ENST00000612727.4|ENST00000617678.2	2.30358119995285	-1.4991740822379	7.43730208748905	2.20163617286093e-12	7.81895360818895e-10	16.9754991494964	0.0849341642566439
ENSG00000241945.7	6922	ENSG00000241945.7	ENSG00000241945	protein_coding	PWP2	5822	InGen	0.433455790815688	6	ENST00000291576.11|ENST00000456705.1|ENST00000486126.1|ENST00000471490.1|ENST00000494310.5|ENST00000476948.1	-2.15978105718806	1.81474727399694	-7.42627958825471	2.35367354816932e-12	8.22829561980319e-10	17.6386088901438	0.086350934857126
ENSG00000053702.14	2803	ENSG00000053702.14	ENSG00000053702	protein_coding	NRIP2	83714	InGen	2.92556743343812	3	ENST00000337508.8|ENST00000542990.5|ENST00000542386.1	0.664164506836077	4.05709300689766	7.40228238907896	2.72144164287133e-12	9.36762081809279e-10	17.2569426585154	0.0747627304515971
ENSG00000148935.10	3529	ENSG00000148935.10	ENSG00000148935	protein_coding	GAS2	2620	InGen	1.08993865720966	10	ENST00000528582.5|ENST00000533092.1|ENST00000454584.6|ENST00000533363.5|ENST00000630668.2|ENST00000278187.7|ENST00000524701.5|ENST00000534801.5|ENST00000532398.1|ENST00000526665.1	-0.310698472288175	2.95105333827096	-7.38758603334481	2.9741042092768e-12	1.00822132694483e-09	17.3196537950545	0.0286349202196798
ENSG00000188611.14	6985	ENSG00000188611.14	ENSG00000188611	protein_coding	ASAH2	56624	InGen	0.125913438663833	6	ENST00000395526.8|ENST00000489640.5|ENST00000443575.5|ENST00000447815.5|ENST00000329428.10|ENST00000474434.2	1.55992026137023	0.341772213998962	7.29730812582459	5.11964528628178e-12	1.70965587515326e-09	16.8258692587359	0.0222795200614904
ENSG00000110013.12	8139	ENSG00000110013.12	ENSG00000110013	protein_coding	SIAE	54414	InGen	2.29211740454664	6	ENST00000263593.7|ENST00000545756.5|ENST00000618733.4|ENST00000533613.1|ENST00000436137.2|ENST00000525730.1	-0.213517346424828	5.23044321957606	-7.25639033428937	6.5403177629043e-12	2.15195690628266e-09	16.2545763612917	0.0817645584249196
ENSG00000253893.2	792	ENSG00000253893.2	ENSG00000253893	antisense	FAM85B		InGen	1.145264893862	1	ENST00000519726.2	-1.02408569356543	0.621675985400217	-7.16411270889018	1.13285350383483e-11	3.67340062243485e-09	16.1053732290704	0.119072101052528
ENSG00000168255.19	8814	ENSG00000168255.19	ENSG00000168255	protein_coding	POLR2J3	548644	InGen	0.391116672882975	21	ENST00000464525.5|ENST00000489144.5|ENST00000379340.9|ENST00000486319.5|ENST00000503564.5|ENST00000511773.5|ENST00000508848.5|ENST00000513506.5|ENST00000504677.5|ENST00000506060.5|ENST00000502415.5|ENST00000507355.5|ENST00000608621.5|ENST00000511313.5|ENST00000504157.5|ENST00000613744.4|ENST00000508910.5|ENST00000621093.4|ENST00000443430.2|ENST00000513438.1|ENST00000504101.1	-0.673082230341597	2.66459130529644	-7.14722437680134	1.25210941688901e-11	4.00209944192494e-09	15.9531811909425	0.0783795458413249
ENSG00000132842.13	7310	ENSG00000132842.13	ENSG00000132842	protein_coding	AP3B1	8546	InGen	3.99163384702314	8	ENST00000255194.10|ENST00000519295.5|ENST00000522901.1|ENST00000520122.1|ENST00000523204.1|ENST00000519888.5|ENST00000517940.1|ENST00000517561.1	-0.181706618115277	5.90358112682578	-7.12083018063557	1.46371371386211e-11	4.61255361041563e-09	15.4206144315097	0.0480221156933738
ENSG00000197785.13	3069	ENSG00000197785.13	ENSG00000197785	protein_coding	ATAD3A	55210	InGen	1.07026164045766	7	ENST00000378756.7|ENST00000378755.9|ENST00000339113.8|ENST00000536055.5|ENST00000439513.1|ENST00000429957.1|ENST00000400830.3	0.27833582928893	2.69776719258977	7.10009941190963	1.65430165982266e-11	5.1407424078989e-09	15.6805377177846	0.0261924424534493
ENSG00000078070.12	4321	ENSG00000078070.12	ENSG00000078070	protein_coding	MCCC1	56922	InGen	4.50337199511998	15	ENST00000265594.8|ENST00000492597.5|ENST00000497830.5|ENST00000610757.4|ENST00000629669.2|ENST00000464601.5|ENST00000497959.5|ENST00000495767.5|ENST00000476176.5|ENST00000489909.1|ENST00000490284.5|ENST00000487634.5|ENST00000466650.5|ENST00000486226.1|ENST00000473955.1	0.140709969331079	5.30688039632506	7.09112232413777	1.74423688768871e-11	5.34596659248593e-09	15.2825140200647	0.121214184886124
