""	inGencode	inGencodeStart	inGencodeEnd	gencodeGeneID	ensemblID	Symbol	gencodeStrand	gencodeTx	numTx	Class	startExon	endExon	newGeneID	newGeneSymbol	isFusion	meanExprs	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
chr11:62856382-62870744(+)	TRUE	TRUE	TRUE	ENSG00000168003.16	ENSG00000168003	SLC3A2	+	ENST00000377890.6	1	InGen	306852	306853	ENSG00000168003.16	SLC3A2	FALSE	7.83792266202781	-3.20523945414709	-0.953654569721364	-8.56132075816192	2.81277244940537e-15	1.24171597761781e-11	22.1677651537836	0.135923682147336
chr17:3685581-3688011(-)	TRUE	TRUE	TRUE	ENSG00000083454.21	ENSG00000083454	P2RX5	-	ENST00000550772.1	1	InGen	440349	440328	ENSG00000083454.21	P2RX5	FALSE	4.20966217655911	-4.01904667926616	-2.53599366872137	-8.55371881513583	2.9522204638919e-15	1.2637829577338e-11	20.4004982384205	0.124148978075397
chr21:5153074-5154622(-)	TRUE	TRUE	TRUE	ENSG00000275464.4	ENSG00000275464	CH507-9B2.5	-	ENST00000617716.3	1	InGen	532081	532080	ENSG00000275464.4	CH507-9B2.5	FALSE	5.64374917342251	2.673742198559	-1.59954302445359	8.50507896040348	4.02168686239409e-15	1.61288900529494e-11	21.4753103664489	0.0929516392137031
chr13:66747374-66747395(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	5.32495531644548	3.22891548195237	-2.23273076585967	8.50403700700725	4.04837369765878e-15	1.61288900529494e-11	20.6473556763051	0.121921347927406
chr2:97204264-97209680(+)	FALSE	TRUE	TRUE						0	ExonSkip	69074	69079	ENSG00000135976.16	ANKRD36	FALSE	14.7335671364994	4.65884434865233	-1.59882334403108	8.50164670003108	4.11026037338199e-15	1.61288900529494e-11	21.5021176989724	0.0914342427692356
chr15:43330860-43331899(+)	TRUE	TRUE	TRUE	ENSG00000168803.14	ENSG00000168803	ADAL	+	ENST00000428046.7|ENST00000565555.1	2	InGen	394564	394565	ENSG00000168803.14	ADAL	FALSE	11.1196646968527	1.93211455851152	-0.290932512014443	8.48358343483847	4.60927701036401e-15	1.75982196255698e-11	22.9575753451553	0.0876339905168677
chr5:33998828-34004573(-)	TRUE	TRUE	TRUE	ENSG00000242110.7	ENSG00000242110	AMACR	-	ENST00000335606.10|ENST00000382085.7|ENST00000426255.6|ENST00000512079.5	4	InGen	154776	154775	ENSG00000242110.7	AMACR	FALSE	18.0827515755292	0.873775283902279	0.862151905695911	8.43018581389414	6.46341175937586e-15	2.40279033052629e-11	23.270746638076	0.078138412277877
chr17:16800372-16801035(+)	TRUE	TRUE	TRUE	ENSG00000266302.6	ENSG00000266302	RP11-219A15.1	+	ENST00000448331.7|ENST00000393005.6|ENST00000445583.6|ENST00000602730.1|ENST00000506594.6|ENST00000341745.3	6	InGen	446465	446466	ENSG00000266302.6	RP11-219A15.1	FALSE	60.8099963737576	1.08668446095252	2.37579962226447	8.36633451878826	9.67123441606863e-15	3.50311948979577e-11	22.9554836866692	0.0886987800325883
chr17:16762534-16763964(+)	TRUE	TRUE	TRUE	ENSG00000170160.17	ENSG00000170160	CCDC144A	+	ENST00000399273.5|ENST00000448331.7|ENST00000360495.9|ENST00000360524.12|ENST00000328495.9|ENST00000470068.2	6	InGen	446431	446432	ENSG00000170160.17	CCDC144A	FALSE	109.359938523739	0.954853706195412	3.23616762714645	8.33209637002372	1.19971774495913e-14	4.23698317398492e-11	22.6688855661324	0.0858291279550942
chr15:74837436-74837756(-)	TRUE	TRUE	TRUE	ENSG00000140474.12	ENSG00000140474	ULK3	-	ENST00000561725.5|ENST00000569437.5|ENST00000568718.5|ENST00000568273.5|ENST00000568210.5	5	InGen	403449	403456	ENSG00000140474.12	ULK3	FALSE	17.4137472658791	4.92760783269778	-1.53783594571404	8.32628980438083	1.24432830523969e-14	4.28734835043879e-11	20.8505258090658	0.119965937081606
chr3:41912900-41915976(-)	TRUE	TRUE	TRUE	ENSG00000168038.10	ENSG00000168038	ULK4	-	ENST00000301831.8|ENST00000420927.5	2	InGen	101511	101510	ENSG00000168038.10	ULK4	FALSE	8.3289969864342	-1.91404391617624	-0.548699340946246	-8.30039734650018	1.46412026594262e-14	4.92453365449167e-11	21.3460573041346	0.0692291628908564
chr17:16796235-16798241(+)	TRUE	TRUE	TRUE	ENSG00000266302.6	ENSG00000266302	RP11-219A15.1	+	ENST00000448331.7|ENST00000417524.5|ENST00000393005.6|ENST00000445583.6|ENST00000602730.1|ENST00000456071.5|ENST00000444558.5|ENST00000582011.5|ENST00000437217.6|ENST00000506594.6	10	InGen	446463	446464	ENSG00000266302.6	RP11-219A15.1	FALSE	34.841791731429	1.07270816262653	1.58217165796248	8.29247991626713	1.53871179484681e-14	4.95882170234633e-11	22.5259966746836	0.0924160657997872
chr17:16761719-16762312(+)	TRUE	TRUE	TRUE	ENSG00000170160.17	ENSG00000170160	CCDC144A	+	ENST00000399273.5|ENST00000448331.7|ENST00000360495.9|ENST00000360524.12|ENST00000328495.9|ENST00000470068.2	6	InGen	446430	446431	ENSG00000170160.17	CCDC144A	FALSE	99.9669578327928	1.00580782313989	3.07719582505027	8.29187947220561	1.5445199474979e-14	4.95882170234633e-11	22.4372746838476	0.0945679955305018
chr15:28612174-28629265(+)	FALSE	TRUE	TRUE						0	ExonSkip	390106	390108	ENSG00000206149.10	HERC2P9	FALSE	5.99433197795571	2.29205453070949	-1.53280761362725	8.1563492677517	3.60323557545031e-14	1.1311437262257e-10	19.7743492676042	0.139409299455258
chr17:64815246-64821766(-)	TRUE	TRUE	TRUE	ENSG00000214176.9	ENSG00000214176	PLEKHM1P1	-	ENST00000582201.5|ENST00000580919.5	2	InGen	465929	465913	ENSG00000214176.9	PLEKHM1P1	FALSE	7.25296409695343	-3.43481707926012	-1.69171904857434	-8.14336819550139	3.90642110247881e-14	1.19966192057124e-10	18.9544344088704	0.102437756001866
chr14:23960004-23965761(+)	TRUE	TRUE	TRUE	ENSG00000157326.18	ENSG00000157326	DHRS4	+	ENST00000313250.9	1	InGen	371170	371171	ENSG00000157326.18	DHRS4	FALSE	6.28498522856704	1.76669177559231	-1.024078835645	8.13895187330305	4.01522416375703e-14	1.20683969514319e-10	20.3018667896536	0.124005922059377
chr1:213077817-213104453(+)	TRUE	TRUE	TRUE	ENSG00000136643.11	ENSG00000136643	RPS6KC1	+	ENST00000543470.5|ENST00000614059.4|ENST00000615329.4|ENST00000366959.4|ENST00000366960.7|ENST00000490299.5	6	InGen	46726	46727	ENSG00000136643.11	RPS6KC1	FALSE	120.060547549169	0.322506379001381	3.69103471216108	8.12552161504289	4.36488419926469e-14	1.2846036068611e-10	21.3533031523901	0.0771781979580188
chr17:16782337-16796042(+)	FALSE	FALSE	TRUE						0	AltStartEnd		446463	ENSG00000266302.6		FALSE	21.9868358241862	1.15350155062425	0.787794382974367	8.07408892699766	6.00591390596354e-14	1.73149272212213e-10	21.1232522475938	0.150811832220173
chr16:21802729-21806130(-)	TRUE	TRUE	TRUE	ENSG00000248124.7	ENSG00000248124	RRN3P1	-	ENST00000514813.6|ENST00000546471.5|ENST00000551901.5	3	InGen	420213	420212	ENSG00000248124.7	RRN3P1	FALSE	14.9934542636751	0.745483655632299	0.421642231819218	8.07009858546381	6.15623139456449e-14	1.73933236836909e-10	20.942101008596	0.125947374809792
chr17:43241053-43251701(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	9.74634967192124	1.74076792457967	-0.639474625603723	8.0069522666092	9.09627003712382e-14	2.51959545698889e-10	19.8273045593006	0.135023223401658
chr21:5148305-5152960(-)	TRUE	TRUE	TRUE	ENSG00000275464.4	ENSG00000275464	CH507-9B2.5	-	ENST00000617716.3|ENST00000634020.1|ENST00000634021.1	3	InGen	532082	532081	ENSG00000275464.4	CH507-9B2.5	FALSE	7.64916366863877	1.91422804321915	-0.816840343478639	7.99778088208139	9.62574743540119e-14	2.61498237924882e-10	19.7092117577308	0.122830898737701
chr7:23270176-23273520(+)	TRUE	TRUE	TRUE	ENSG00000136235.15	ENSG00000136235	GPNMB	+	ENST00000258733.8|ENST00000381990.6|ENST00000470994.1	3	InGen	206385	206386	ENSG00000136235.15	GPNMB	FALSE	11.3558354887844	1.17174996920622	-0.0209150737464682	7.97856103328644	1.08363152822846e-13	2.88830738616457e-10	20.178216568755	0.106200562061091
chr14:22905454-22906194(-)	TRUE	TRUE	TRUE	ENSG00000100461.17	ENSG00000100461	RBM23	-	ENST00000555209.5|ENST00000346528.9|ENST00000557403.5|ENST00000553920.5|ENST00000557227.5|ENST00000554256.5	6	InGen	370202	370200	ENSG00000100461.17	RBM23	FALSE	6.25961947478918	3.47235233492073	-2.23605882277252	7.96034756640076	1.21221232827704e-13	3.14925889215794e-10	17.853956783021	0.131080507246749
chr14:35683986-35684928(-)	TRUE	TRUE	TRUE	ENSG00000174373.16	ENSG00000174373	RALGAPA1	-	ENST00000389698.7|ENST00000307138.10|ENST00000637992.1|ENST00000382366.7|ENST00000553892.2|ENST00000554652.5|ENST00000557638.1	7	InGen	373860	373859	ENSG00000174373.16	RALGAPA1	FALSE	87.7657163979007	0.654676928655781	3.19453729327143	7.95659076658566	1.24055596773903e-13	3.14925889215794e-10	20.3777139630123	0.128098693351375
chr2:97198492-97200333(+)	FALSE	TRUE	TRUE						0	ExonSkip	69067	69069	ENSG00000135976.16	ANKRD36	FALSE	6.52984250253468	2.92710073535883	-1.99674790472233	7.95556422257142	1.24841432447188e-13	3.14925889215794e-10	18.175204856268	0.131583882011859
chr8:101719649-101915808(-)	TRUE	TRUE	TRUE	ENSG00000104490.17	ENSG00000104490	NCALD	-	ENST00000395923.5|ENST00000521599.5|ENST00000520690.5|ENST00000518727.5|ENST00000520425.5|ENST00000518166.5|ENST00000517531.5|ENST00000522206.5	8	InGen	244985	244983	ENSG00000104490.17	NCALD	FALSE	92.8745182190162	1.31991355582889	2.8311096516255	7.92684486028501	1.48939749150281e-13	3.69124957955502e-10	20.2298768812445	0.109597022080161
chr15:43332001-43333310(+)	TRUE	TRUE	TRUE	ENSG00000168803.14	ENSG00000168803	ADAL	+	ENST00000428046.7|ENST00000563551.1	2	InGen	394565	394566	ENSG00000168803.14	ADAL	FALSE	6.51967494095311	2.11541750016361	-1.14792679734088	7.91389850575249	1.61257304764336e-13	3.92761627842047e-10	18.8502168528026	0.117893657886348
chr15:25227050-25227431(+)	FALSE	TRUE	FALSE						0	AltStartEnd	389418		ENSG00000224078.12	SNHG14	FALSE	6.73093903718318	2.38218103146302	-1.46706913837135	7.89668490481447	1.79208706848565e-13	4.29086392909651e-10	18.4483732802887	0.108750883350013
chr19:37252183-37255898(+)	TRUE	TRUE	TRUE	ENSG00000226686.7	ENSG00000226686	LINC01535	+	ENST00000438770.6|ENST00000591116.5|ENST00000592712.5	3	InGen	503836	503837	ENSG00000226686.7	LINC01535	FALSE	5.34065627492677	2.50909518401713	-1.8515277948748	7.85965080748821	2.24807834689809e-13	5.29295059588177e-10	17.6477786668978	0.10205601262959
chr12:6601767-6601959(-)	TRUE	TRUE	TRUE	ENSG00000111642.14	ENSG00000111642	CHD4	-	ENST00000544484.5|ENST00000357008.6|ENST00000544040.5|ENST00000545942.5	4	InGen	327518	327517	ENSG00000111642.14	CHD4	FALSE	150.084863376028	-0.367927011946537	3.94171832119614	-7.82795343525856	2.72829775582172e-13	6.31829034055593e-10	19.5316906562375	0.124307251382412
chr17:16798531-16799950(+)	TRUE	TRUE	TRUE	ENSG00000266302.6	ENSG00000266302	RP11-219A15.1	+	ENST00000448331.7|ENST00000445583.6|ENST00000602730.1|ENST00000456071.5|ENST00000444558.5|ENST00000506594.6|ENST00000341745.3	7	InGen	446464	446465	ENSG00000266302.6	RP11-219A15.1	FALSE	59.4731518731824	0.894524678042392	2.32150904018443	7.81693847317249	2.91789642058358e-13	6.64837993145419e-10	19.6357184878643	0.107961611328477
chr19:37255983-37262541(+)	TRUE	TRUE	TRUE	ENSG00000226686.7	ENSG00000226686	LINC01535	+	ENST00000438770.6	1	InGen	503837	503838	ENSG00000226686.7	LINC01535	FALSE	7.14270643156513	3.74905133222933	-2.53538232777916	7.81191082370416	3.00871441443293e-13	6.74649286459179e-10	16.7644810373149	0.103859060283858
chr1:119573601-119611109(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	4.65935411756802	-3.50305719463193	-2.22253330583753	-7.79624523524077	3.31000776425734e-13	7.30611807539965e-10	16.7524904856798	0.0868797117221391
chr21:44120779-44120951(+)	TRUE	TRUE	TRUE	ENSG00000241945.7	ENSG00000241945	PWP2	+	ENST00000291576.11|ENST00000471490.1	2	InGen	537306	537307	ENSG00000241945.7	PWP2	FALSE	11.2693047636511	-2.61891848048358	-0.528421441487839	-7.78920247528609	3.4550075781646e-13	7.50884770056924e-10	18.4282192428965	0.0802992317543599
chr12:124912584-124913267(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	351.327836276387	2.81396453590278	3.93355129071044	7.78466320342357	3.55177642783493e-13	7.54432570487169e-10	19.2656410456249	0.0837509425339801
chr16:19762017-19765968(-)	TRUE	TRUE	TRUE	ENSG00000261195.1	ENSG00000261195	CTD-2380F24.1	-	ENST00000564490.1|ENST00000565817.1	2	InGen	419331	419330	ENSG00000261195.1	CTD-2380F24.1	FALSE	6.57586858836294	1.35926534456725	-0.790179031414743	7.78344763438117	3.57814210232047e-13	7.54432570487169e-10	18.5373231959361	0.118997440724386
chr5:34004735-34005755(-)	TRUE	TRUE	TRUE	ENSG00000242110.7	ENSG00000242110	AMACR	-	ENST00000335606.10|ENST00000382085.7|ENST00000502637.5|ENST00000426255.6|ENST00000512079.5	5	InGen	154775	154774	ENSG00000242110.7	AMACR	FALSE	16.9340075203976	0.981167974855461	0.727814007438533	7.71009548904872	5.58476795955294e-13	1.16020269202089e-09	18.9721904799076	0.102582901334033
chr17:514356-514539(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	5.54906817073905	1.89792374772245	-1.23480848889349	7.67724004660537	6.81244205855796e-13	1.39473397078877e-09	17.4065823210362	0.157519757171382
chr19:54200962-54201159(+)	TRUE	TRUE	TRUE	ENSG00000170889.13	ENSG00000170889	RPS9	+	ENST00000391752.5|ENST00000402367.5|ENST00000445961.5	3	InGen	516507	516494	ENSG00000170889.13	RPS9	FALSE	9.60796585598575	3.46798641305005	-1.85962550594551	7.66514744046548	7.32853420412423e-13	1.47896101839973e-09	16.7710267293906	0.133424814355952
chr7:102669005-102671551(-)	TRUE	TRUE	TRUE	ENSG00000267645.5	ENSG00000267645	RP11-577H5.5	-	ENST00000476151.5|ENST00000358438.6|ENST00000333432.8	3	InGen	220303	220302	ENSG00000267645.5	RP11-577H5.5	FALSE	136.650271367569	-0.902235563964897	3.72017109756498	-7.66200606680395	7.46881160512706e-13	1.48604104254913e-09	18.5719319064255	0.115265273545301
chr4:185403619-185405779(-)	TRUE	TRUE	TRUE	ENSG00000109775.10	ENSG00000109775	UFSP2	-	ENST00000514247.5|ENST00000264689.10|ENST00000510206.5|ENST00000510755.5|ENST00000511485.5|ENST00000509180.1	6	InGen	151117	151116	ENSG00000109775.10	UFSP2	FALSE	46.6044569717919	0.361081382115517	2.32970142907842	7.62835950717635	9.14825192161141e-13	1.79491243883105e-09	18.5168122662309	0.12050568291953
chr16:22467289-22469022(+)	TRUE	TRUE	TRUE	ENSG00000237296.9	ENSG00000237296	SMG1P1	+	ENST00000309865.11	1	InGen	420618	420619	ENSG00000237296.9	SMG1P1	FALSE	64.1878388636205	1.7248512689554	2.15370891233001	7.61896256166332	9.68062065272441e-13	1.87334596866817e-09	18.4864599262753	0.126048270618016
chr21:44109097-44113752(+)	TRUE	TRUE	TRUE	ENSG00000241945.7	ENSG00000241945	PWP2	+	ENST00000291576.11|ENST00000456705.1	2	InGen	537296	537297	ENSG00000241945.7	PWP2	FALSE	10.7107955303677	-1.57901985567587	-0.165938935658345	-7.61315157081355	1.00250402998243e-12	1.89648717605967e-09	17.9245415018232	0.14114596988638
chr3:40405062-40462030(+)	FALSE	FALSE	FALSE						0	Novel					FALSE	17.2961153596493	4.49717948102689	-1.35109531025173	7.61181609636894	1.01058905791878e-12	1.89648717605967e-09	17.1227416095408	0.160845369968325
chr12:127948959-127949973(+)	TRUE	TRUE	TRUE	ENSG00000256193.5	ENSG00000256193	LINC00507	+	ENST00000540882.5	1	InGen	357432	357430	ENSG00000256193.5	LINC00507	FALSE	5.79003512971638	1.91432221519489	-1.43391796371091	7.61022672587869	1.0202952258897e-12	1.89648717605967e-09	17.1597255038534	0.166826935459327
chr2:97196042-97199781(+)	FALSE	FALSE	FALSE						0	Novel					FALSE	5.67522966890403	2.86347543213154	-2.13890729160213	7.57646508041414	1.24968403090787e-12	2.2926995364965e-09	16.0015115490826	0.0917657845986068
