""	inGencode	inGencodeStart	inGencodeEnd	gencodeGeneID	ensemblID	Symbol	gencodeStrand	gencodeTx	numTx	Class	startExon	endExon	newGeneID	newGeneSymbol	isFusion	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
chr17:514402-514447(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	-4.52705170613782	-2.49525860269262	-10.4499260805058	3.8357827785138e-21	5.20728434634768e-17	32.2244038480833	0.166555745554475
chr22:25459516-25460866(+)	TRUE	TRUE	TRUE	ENSG00000100058.12	ENSG00000100058	CRYBB2P1	+	ENST00000382734.9	1	InGen	542695	542696	ENSG00000100058.12	CRYBB2P1	FALSE	2.56350433919339	-1.3115470134853	10.2797529461503	1.28673373724285e-20	1.60124363096843e-16	32.8813552532659	0.165731725850111
chr12:124912584-124913267(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	2.67817455059699	4.66669114852158	10.0516867524639	6.44413532076204e-20	7.40237824295936e-16	34.5019609576302	0.172204558347769
chr12:124911900-124913495(-)	FALSE	FALSE	TRUE						0	AltStartEnd		357095	ENSG00000150991.14	UBC	FALSE	3.85330396296716	2.60772130431161	9.9700197188313	1.14370392873003e-19	1.21993179557989e-15	34.0391859617306	0.153752537856937
chrX:154400627-154400701(+)	TRUE	TRUE	TRUE	ENSG00000147403.16	ENSG00000147403	RPL10	+	ENST00000369817.6|ENST00000424325.6|ENST00000618723.4|ENST00000436473.5|ENST00000344746.8|ENST00000491035.5|ENST00000485196.5|ENST00000406022.6	8	InGen	567802	567803	ENSG00000147403.16	RPL10	FALSE	0.472949952558405	5.85551628778163	9.88222394424675	2.114991844006e-19	2.10555898038173e-15	33.2363958804	0.112385302996812
chr6:3263760-3264208(+)	TRUE	TRUE	TRUE	ENSG00000180822.11	ENSG00000180822	PSMG4	+	ENST00000419065.6	1	InGen	178177	178182	ENSG00000180822.11	PSMG4	FALSE	3.19915051560861	-1.97592555341834	9.85755435337525	2.51286735198775e-19	2.34530621587302e-15	29.0706848464162	0.0933129019618891
chrX:72181829-72196784(+)	FALSE	TRUE	TRUE						0	ExonSkip	559570	559572	ENSG00000102309.12	PIN4	FALSE	-3.59483909221017	-2.02861815168516	-9.7349791933401	5.90275036201877e-19	5.18508008418015e-15	28.476537554789	0.100403603525337
chr1:213072987-213077695(+)	TRUE	TRUE	TRUE	ENSG00000136643.11	ENSG00000136643	RPS6KC1	+	ENST00000543470.5|ENST00000490299.5	2	InGen	46740	46726	ENSG00000136643.11	RPS6KC1	FALSE	-0.932556819582752	1.32153437590373	-9.68628794688377	8.27709371644781e-19	6.86681489872705e-15	32.059868938289	0.101065790331555
chr17:3681979-3688011(-)	TRUE	TRUE	TRUE	ENSG00000257950.3	ENSG00000257950	P2RX5-TAX1BP3	-	ENST00000550383.1|ENST00000552276.5|ENST00000551178.5|ENST00000547178.5|ENST00000225328.9|ENST00000345901.7|ENST00000552050.5|ENST00000552723.1	8	InGen	440329	440328	ENSG00000257950.3	P2RX5-TAX1BP3	FALSE	2.77542804405463	-0.382702591753185	9.57772975728139	1.75454053698108e-18	1.34518126407854e-14	30.2008706581404	0.161899225304749
chr6:3183727-3190826(-)	TRUE	TRUE	TRUE	ENSG00000230269.6	ENSG00000230269	RP1-40E16.9	-	ENST00000425384.6|ENST00000435043.2	2	InGen	178159	178158	ENSG00000230269.6	RP1-40E16.9	FALSE	2.46809753823626	-1.40385049150401	9.57389542314117	1.80161020026457e-18	1.34518126407854e-14	28.5414352153919	0.117015275977923
chr5:34004735-34005755(-)	TRUE	TRUE	TRUE	ENSG00000242110.7	ENSG00000242110	AMACR	-	ENST00000335606.10|ENST00000382085.7|ENST00000502637.5|ENST00000426255.6|ENST00000512079.5	5	InGen	154775	154774	ENSG00000242110.7	AMACR	FALSE	1.07317331720341	0.258675135753069	9.42858885938129	4.89747788888408e-18	3.48259652678547e-14	29.9308215920203	0.114018345446907
chr3:129488398-129495445(+)	TRUE	TRUE	TRUE	ENSG00000163913.11	ENSG00000163913	IFT122	+	ENST00000504021.5|ENST00000509522.5|ENST00000512814.5|ENST00000507221.1	4	InGen	117066	117068	ENSG00000163913.11	IFT122	FALSE	4.02841319477028	-1.32944396075518	9.36443856071599	7.60031154780837e-18	5.15891874429897e-14	27.0765688224741	0.124424667075787
chr17:64805101-64814862(-)	TRUE	TRUE	TRUE	ENSG00000214176.9	ENSG00000214176	PLEKHM1P1	-	ENST00000582201.5|ENST00000580919.5	2	InGen	465914	465929	ENSG00000214176.9	PLEKHM1P1	FALSE	-3.1131784242778	-2.03130846151494	-9.33214789526957	9.47749080270124e-18	6.15340512633991e-14	26.1854584359549	0.0844990872165852
chr2:219329765-219330770(-)	TRUE	TRUE	TRUE	ENSG00000182698.11	ENSG00000182698	RESP18	-	ENST00000470719.1|ENST00000392083.5|ENST00000333527.5	3	InGen	89401	89400	ENSG00000182698.11	RESP18	FALSE	3.71629470895234	0.148814615219407	9.12974460251525	3.75239135411292e-17	2.33478480542098e-13	27.8303564473799	0.0853636036185251
chr17:64805101-64821766(-)	TRUE	TRUE	TRUE	ENSG00000214176.9	ENSG00000214176	PLEKHM1P1	-	ENST00000578036.5|ENST00000582986.5	2	InGen	465914	465913	ENSG00000214176.9	PLEKHM1P1	FALSE	2.01747105530446	0.233743419308742	8.98952452159383	9.65864127472136e-17	5.76933824078166e-13	27.0630163596917	0.0738850853140165
chr22:25448285-25453315(+)	FALSE	TRUE	FALSE						0	AltStartEnd	542692		ENSG00000100058.12	CRYBB2P1	FALSE	-0.929098763153766	0.481852638608544	-8.89778993812999	1.7864110985003e-16	1.02602521442365e-12	26.6491804071128	0.077495985016661
chr15:28612174-28629265(+)	FALSE	TRUE	TRUE						0	ExonSkip	390106	390108	ENSG00000206149.10	HERC2P9	FALSE	2.43949775682715	-1.74811810007068	8.88319075285097	1.9695525268014e-16	1.08931573473992e-12	23.7962080138821	0.0686914448381621
chr3:66221128-66243202(+)	TRUE	TRUE	TRUE	ENSG00000144741.17	ENSG00000144741	SLC25A26	+	ENST00000336733.10|ENST00000464350.6	2	InGen	109922	109924	ENSG00000144741.17	SLC25A26	FALSE	1.43823955431456	-0.200255203095012	8.82709333859312	2.86375477860276e-16	1.52731201729832e-12	25.7710632324529	0.0642408518220489
chr9:96944086-96949554(-)	TRUE	TRUE	TRUE	ENSG00000196312.12	ENSG00000196312	MFSD14C	-	ENST00000637864.1	1	InGen	261541	261530	ENSG00000196312.12	MFSD14C	FALSE	1.69273557796302	-0.418647150442733	8.81738629083041	3.05504605334127e-16	1.57314855928105e-12	25.5227140594441	0.0811622619410833
chr14:23960004-23965761(+)	TRUE	TRUE	TRUE	ENSG00000157326.18	ENSG00000157326	DHRS4	+	ENST00000313250.9	1	InGen	371170	371171	ENSG00000157326.18	DHRS4	FALSE	1.46406264103844	0.00269429079220788	8.7146948653741	6.04235094222949e-16	2.95000162087655e-12	25.1897372713588	0.0762144591382829
chr22:25453435-25455711(+)	FALSE	FALSE	TRUE						0	AltStartEnd		542693	ENSG00000100058.12	CRYBB2P1	FALSE	-0.845918046846359	0.939397052237812	-8.71266849137016	6.12398298057154e-16	2.95000162087655e-12	25.5937836403956	0.071088925857963
chr12:124911900-124913039(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	1.44229496681523	0.577902345359404	8.6715281640967	8.03927924766382e-16	3.75160502916527e-12	25.2205727209914	0.106921223956737
chr12:11047189-11121009(-)	TRUE	TRUE	TRUE	ENSG00000111215.11	ENSG00000111215	PRR4	-	ENST00000546265.1	1	InGen	330256	330288	ENSG00000111215.11	PRR4	TRUE	-1.0764749401191	0.496915027784025	-8.64971493753308	9.28476203831177e-16	4.20152363619132e-12	25.0782537773238	0.0800335603148304
chr2:219329253-219329636(-)	TRUE	TRUE	TRUE	ENSG00000182698.11	ENSG00000182698	RESP18	-	ENST00000470719.1|ENST00000333527.5	2	InGen	89402	89401	ENSG00000182698.11	RESP18	FALSE	3.6547371491921	-0.17082050564357	8.64117445930848	9.82294246423988e-16	4.3143230033159e-12	24.5556738189791	0.0632496410935955
chr15:28667698-28668256(+)	TRUE	TRUE	TRUE	ENSG00000206149.10	ENSG00000206149	HERC2P9	+	ENST00000529624.5|ENST00000530420.5|ENST00000528584.5	3	InGen	390132	390133	ENSG00000206149.10	HERC2P9	FALSE	1.82285720929698	0.919955771488825	8.62952501525713	1.06072221563938e-15	4.52567740524699e-12	25.033015145499	0.0694683991035094
chr11:71448886-71451689(+)	TRUE	TRUE	TRUE	ENSG00000254682.1	ENSG00000254682	RP11-660L16.2	+	ENST00000529369.1	1	InGen	312722	312723	ENSG00000254682.1	RP11-660L16.2	FALSE	2.3214130819752	-1.4986145473341	8.58040950753246	1.46558841766069e-15	6.07938288882469e-12	22.4477226161422	0.103721765824661
chr6:3264326-3267590(+)	TRUE	TRUE	TRUE	ENSG00000180822.11	ENSG00000180822	PSMG4	+	ENST00000419065.6|ENST00000324987.4	2	InGen	178182	178173	ENSG00000180822.11	PSMG4	FALSE	2.91581334516293	-1.76031553240123	8.51120088849928	2.3078077204947e-15	9.31424958673498e-12	21.7164548650052	0.124618345525875
chr17:75042278-75046924(-)	FALSE	TRUE	TRUE						0	ExonSkip	468254	468252	ENSG00000167863.11	ATP5H	FALSE	1.83820036636678	-0.967968083260116	8.47709332973027	2.88462172074087e-15	1.13358801626304e-11	22.9443807799633	0.100085561290903
chr2:219327564-219328923(-)	TRUE	TRUE	TRUE	ENSG00000182698.11	ENSG00000182698	RESP18	-	ENST00000470719.1|ENST00000333527.5	2	InGen	89404	89403	ENSG00000182698.11	RESP18	FALSE	3.5469161927855	-0.30236503977301	8.47209334513333	2.98041083615451e-15	1.14119930916356e-11	23.3474997894213	0.0868590130097315
chr3:27352920-27356770(-)	FALSE	TRUE	FALSE						0	AltStartEnd	99078		ENSG00000163491.16	NEK10	FALSE	-1.21735287838724	-1.17618863666059	-8.41448219181307	4.33955299574304e-15	1.60779497229407e-11	22.3208998040189	0.0974176763958288
chr22:25455841-25457258(+)	TRUE	TRUE	TRUE	ENSG00000100058.12	ENSG00000100058	CRYBB2P1	+	ENST00000382734.9|ENST00000415709.5|ENST00000354451.6|ENST00000509460.2	4	InGen	542693	542694	ENSG00000100058.12	CRYBB2P1	FALSE	-0.693645054787254	1.81812380057847	-8.41185784590591	4.41432749154943e-15	1.60779497229407e-11	23.7226595892332	0.0760154465535782
chr11:62526512-62531794(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	3.58125198865385	-2.35462915762085	8.34439991877213	6.84198498573558e-15	2.43266776167828e-11	20.1653409297297	0.0658935739927079
chr5:131162677-131165059(-)	TRUE	TRUE	TRUE	ENSG00000169567.11	ENSG00000169567	HINT1	-	ENST00000513345.5|ENST00000504202.1|ENST00000513012.1	3	InGen	166111	166120	ENSG00000169567.11	HINT1	FALSE	3.96694701453905	-0.712414983454487	8.33804555819033	7.12967403281724e-15	2.47600314649914e-11	22.039530231874	0.0658091675507035
chr4:42020516-42022837(+)	TRUE	TRUE	TRUE	ENSG00000014824.13	ENSG00000014824	SLC30A9	+	ENST00000264451.11|ENST00000513699.5	2	InGen	135439	135440	ENSG00000014824.13	SLC30A9	FALSE	-0.297584764536105	3.87068887235435	-8.32877555552059	7.57098518424345e-15	2.56950633760968e-11	23.0330015371659	0.0895263271424174
chr12:6601767-6601959(-)	TRUE	TRUE	TRUE	ENSG00000111642.14	ENSG00000111642	CHD4	-	ENST00000544484.5|ENST00000357008.6|ENST00000544040.5|ENST00000545942.5	4	InGen	327518	327517	ENSG00000111642.14	CHD4	FALSE	-0.353465111267917	4.01373122995205	-8.31846675749205	8.09357985852516e-15	2.68582749745205e-11	22.9553815587274	0.177735333850054
chr12:124912865-124913320(-)	FALSE	FALSE	TRUE						0	AltStartEnd		357087	ENSG00000150991.14	UBC	FALSE	-0.413667183214883	4.09739712365417	-8.29699249228925	9.29966891232656e-15	2.96035674371683e-11	22.8115654819321	0.0871189707432495
chr15:28833379-28838687(+)	TRUE	TRUE	TRUE	ENSG00000261377.5	ENSG00000261377	PDCD6IPP2	+	ENST00000566178.5|ENST00000564604.5|ENST00000563144.1	3	InGen	390222	390223	ENSG00000261377.5	PDCD6IPP2	FALSE	1.34076403121338	0.598304336016383	8.29669882163252	9.31733979915029e-15	2.96035674371683e-11	22.8668795509691	0.124766339094434
chr3:41912900-41915976(-)	TRUE	TRUE	TRUE	ENSG00000168038.10	ENSG00000168038	ULK4	-	ENST00000301831.8|ENST00000420927.5	2	InGen	101511	101510	ENSG00000168038.10	ULK4	FALSE	-1.69536483108444	-0.52850785527688	-8.29215749022561	9.59487488404855e-15	2.98502554439553e-11	22.2173014727643	0.0658938057015674
chr5:33998828-34004573(-)	TRUE	TRUE	TRUE	ENSG00000242110.7	ENSG00000242110	AMACR	-	ENST00000335606.10|ENST00000382085.7|ENST00000426255.6|ENST00000512079.5	4	InGen	154776	154775	ENSG00000242110.7	AMACR	FALSE	0.978786910550048	0.227295056793558	8.22521718439854	1.47748748341281e-14	4.50274864052079e-11	22.3331876179154	0.101770700038903
chr19:41479285-41495301(-)	FALSE	TRUE	TRUE						0	ExonSkip	507134	507144	ENSG00000267107.6	PCAT19	FALSE	3.03401993038602	-1.64200992765134	8.21301716140948	1.59811878660554e-14	4.77297353045185e-11	20.3143471201524	0.0706205957141115
chr5:682407-774510(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	3.43794575053314	-1.77159643505145	8.20708950320993	1.66020117496563e-14	4.861166699192e-11	20.1642260405065	0.153513343330892
chr17:16801129-16802258(+)	TRUE	TRUE	TRUE	ENSG00000266302.6	ENSG00000266302	RP11-219A15.1	+	ENST00000448331.7|ENST00000393005.6|ENST00000602730.1|ENST00000506594.6|ENST00000341745.3	5	InGen	446466	446467	ENSG00000266302.6	RP11-219A15.1	FALSE	1.81764170576565	1.11057193872754	8.1923833041217	1.82472656570818e-14	5.2054018342534e-11	22.3342721828194	0.107264302160541
chr1:120461427-120462145(+)	TRUE	TRUE	TRUE	ENSG00000270231.3	ENSG00000270231	NBPF8	+	ENST00000583271.5	1	InGen	28603	28604	ENSG00000270231.3	NBPF8	FALSE	2.4885893009323	1.22535822637423	8.1904534471604	1.84748175004139e-14	5.2054018342534e-11	22.3122198782082	0.152679343540898
chr12:124912507-124913190(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	1.41950468473633	3.79850032831294	8.17902136494253	1.98815708474068e-14	5.4980275115076e-11	22.0972853014664	0.0632001641910545
chr12:124912507-124913646(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	-0.91994548051343	2.3685810315382	-8.14699004219645	2.4413205819112e-14	6.62845170577056e-11	22.0159228324973	0.138812824536573
chr3:66262156-66263331(+)	TRUE	TRUE	TRUE	ENSG00000144741.17	ENSG00000144741	SLC25A26	+	ENST00000354883.10|ENST00000336733.10|ENST00000464350.6|ENST00000413054.5|ENST00000483224.5|ENST00000484768.1	6	InGen	109925	109926	ENSG00000144741.17	SLC25A26	FALSE	0.424878974079134	3.77904957709616	8.13622137701591	2.61555245078787e-14	6.97469755408219e-11	21.8212755770217	0.138131048096173
chr17:59995815-59995952(-)	TRUE	TRUE	TRUE	ENSG00000266992.1	ENSG00000266992	DHX40P1	-	ENST00000588725.1	1	InGen	463913	463912	ENSG00000266992.1	DHX40P1	FALSE	-2.39408974927621	-0.539861915943566	-8.12200614750223	2.8645232718516e-14	7.504598679103e-11	21.228536143972	0.123056986519536
chr14:22905454-22906194(-)	TRUE	TRUE	TRUE	ENSG00000100461.17	ENSG00000100461	RBM23	-	ENST00000555209.5|ENST00000346528.9|ENST00000557403.5|ENST00000553920.5|ENST00000557227.5|ENST00000554256.5	6	InGen	370202	370200	ENSG00000100461.17	RBM23	FALSE	3.93445603642856	-1.86139201639416	8.11296709075616	3.03489324711817e-14	7.81385592216213e-11	19.418407727194	0.143101902648675
chr2:219329009-219329162(-)	TRUE	TRUE	TRUE	ENSG00000182698.11	ENSG00000182698	RESP18	-	ENST00000470719.1|ENST00000333527.5	2	InGen	89403	89402	ENSG00000182698.11	RESP18	FALSE	3.41740996562494	-0.191876141284993	8.10991978590073	3.09456050476957e-14	7.83243753792786e-11	21.3211846201014	0.112930988126191
chr12:124912584-124913723(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	3.70495907988534	0.523497783079602	8.04176677213567	4.77826502566444e-14	1.18923849091249e-10	21.1854793080677	0.102781785846913
chr16:58509353-58510644(+)	TRUE	TRUE	TRUE	ENSG00000103034.14	ENSG00000103034	NDRG4	+	ENST00000421602.6|ENST00000570248.5	2	InGen	429233	429259	ENSG00000103034.14	NDRG4	FALSE	0.644293000417035	2.8429606156502	8.03438806423921	5.00779507832878e-14	1.22593286367527e-10	21.270573377754	0.147526878934775
chr3:41912900-41918456(-)	FALSE	TRUE	TRUE						0	ExonSkip	101511	101509	ENSG00000168038.10	ULK4	FALSE	2.5530920702214	-1.84337574282783	8.02991815579468	5.1521130259387e-14	1.24091966173621e-10	18.9009780137988	0.152478357211713
chr9:104556519-104598447(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	1.0465365625078	0.300201574811587	7.98897663517719	6.6808416425955e-14	1.58358216401655e-10	20.9236790583667	0.140452938925699
chr2:219330876-219332523(-)	TRUE	TRUE	TRUE	ENSG00000182698.11	ENSG00000182698	RESP18	-	ENST00000392083.5|ENST00000333527.5	2	InGen	89406	89405	ENSG00000182698.11	RESP18	FALSE	3.76279537154279	-0.0578108420676364	7.98244014303673	6.96336260059749e-14	1.62053884172185e-10	20.610819979178	0.114478263444944
chr16:21797113-21797749(-)	TRUE	TRUE	TRUE	ENSG00000248124.7	ENSG00000248124	RRN3P1	-	ENST00000514813.6|ENST00000546471.5	2	InGen	420217	420216	ENSG00000248124.7	RRN3P1	FALSE	1.04999615427371	0.384551742131272	7.98040322041357	7.05379490607578e-14	1.62053884172185e-10	20.8742100699135	0.126747931779985
chr2:8673308-8675743(-)	TRUE	TRUE	TRUE	ENSG00000235092.5	ENSG00000235092	ID2-AS1	-	ENST00000412712.1|ENST00000453900.1	2	InGen	53506	53505	ENSG00000235092.5	ID2-AS1	FALSE	1.53669215835017	-1.55843450070604	7.90332055213465	1.14794576546227e-13	2.59733165306434e-10	18.7520589728004	0.103122589065362
chr1:31181942-31182529(-)	TRUE	TRUE	TRUE	ENSG00000084628.9	ENSG00000084628	NKAIN1	-	ENST00000373736.6|ENST00000526106.5	2	InGen	10712	10711	ENSG00000084628.9	NKAIN1	FALSE	2.01738887543735	-1.42219843756971	7.90073560473561	1.16679546287045e-13	2.60057810844638e-10	18.7764080341097	0.110671109690637
chr17:59996040-59998137(-)	TRUE	TRUE	TRUE	ENSG00000267104.2	ENSG00000267104	TBC1D3P1-DHX40P1	-	ENST00000587125.1|ENST00000588725.1	2	InGen	463912	463911	ENSG00000267104.2	TBC1D3P1-DHX40P1	FALSE	-2.86001457593703	-2.02017509397122	-7.88920962923631	1.25463895444409e-13	2.74018269533812e-10	18.197307465245	0.139938606066629
chr16:58510684-58511421(+)	TRUE	TRUE	TRUE	ENSG00000103034.14	ENSG00000103034	NDRG4	+	ENST00000421602.6|ENST00000570248.5	2	InGen	429259	429234	ENSG00000103034.14	NDRG4	FALSE	0.689817896012205	2.39013036349051	7.8877611572132	1.26613098404437e-13	2.74018269533812e-10	20.4035922862523	0.0971063844883957
chr3:66369543-66370528(+)	TRUE	TRUE	TRUE	ENSG00000144741.17	ENSG00000144741	SLC25A26	+	ENST00000354883.10|ENST00000336733.10|ENST00000464350.6|ENST00000413054.5|ENST00000483224.5|ENST00000484768.1	6	InGen	109929	109930	ENSG00000144741.17	SLC25A26	FALSE	0.508776117105195	1.76833647385	7.87514901254739	1.3706966870691e-13	2.92410724252452e-10	20.3780549544597	0.0941286322094567
chr3:66370603-66377689(+)	TRUE	TRUE	TRUE	ENSG00000144741.17	ENSG00000144741	SLC25A26	+	ENST00000354883.10|ENST00000336733.10|ENST00000464350.6|ENST00000483224.5	4	InGen	109930	109931	ENSG00000144741.17	SLC25A26	FALSE	0.520575974821516	1.58232956989971	7.85973225149825	1.51017406703814e-13	3.17627892401229e-10	20.2932177571429	0.0737888272549255
chr21:44120779-44120951(+)	TRUE	TRUE	TRUE	ENSG00000241945.7	ENSG00000241945	PWP2	+	ENST00000291576.11|ENST00000471490.1	2	InGen	537306	537307	ENSG00000241945.7	PWP2	FALSE	-2.10799437445743	-0.112077685931498	-7.84081282145038	1.70064267413659e-13	3.52199445428804e-10	19.8565072149266	0.0982323450458158
chr1:173865283-173865470(-)	TRUE	TRUE	TRUE	ENSG00000234741.7	ENSG00000234741	GAS5	-	ENST00000436285.5|ENST00000412059.5|ENST00000450589.5|ENST00000431268.5|ENST00000454068.5|ENST00000449589.5|ENST00000455838.5|ENST00000432536.5	8	InGen	40015	40017	ENSG00000234741.7	GAS5	FALSE	-0.584261405348373	2.66633398851498	-7.83884981657603	1.72171615513876e-13	3.52199445428804e-10	20.0756144646959	0.111134438328022
chr14:23960004-23967210(+)	TRUE	TRUE	TRUE	ENSG00000157326.18	ENSG00000157326	DHRS4	+	ENST00000543741.6|ENST00000397075.7	2	InGen	371170	371174	ENSG00000157326.18	DHRS4	FALSE	1.54488542601605	0.101464970778753	7.82051815724437	1.93140519519264e-13	3.87165824465642e-10	19.825145916551	0.174242078017743
chr19:41495428-41500583(-)	TRUE	TRUE	TRUE	ENSG00000267107.6	ENSG00000267107	PCAT19	-	ENST00000588495.5|ENST00000597702.1	2	InGen	507133	507132	ENSG00000267107.6	PCAT19	FALSE	2.8210738904936	-1.43548033643596	7.81943949003277	1.94450159946181e-13	3.87165824465642e-10	18.4338300859477	0.0892671986594569
chr14:101762971-101765153(+)	TRUE	TRUE	TRUE	ENSG00000078304.19	ENSG00000078304	PPP2R5C	+	ENST00000556260.6	1	InGen	385968	385989	ENSG00000078304.19	PPP2R5C	FALSE	-0.474249682514442	2.59315356160282	-7.80297865946073	2.15560161573029e-13	4.23550190629763e-10	19.8612648596959	0.107399591757222
chr3:66263380-66346363(+)	TRUE	TRUE	TRUE	ENSG00000144741.17	ENSG00000144741	SLC25A26	+	ENST00000354883.10|ENST00000336733.10|ENST00000464350.6|ENST00000413054.5|ENST00000484768.1	5	InGen	109926	109927	ENSG00000144741.17	SLC25A26	FALSE	0.55723325009497	1.50486554789688	7.78589862608164	2.3985991955229e-13	4.59544220520369e-10	19.8452544731829	0.0670353987406347
chr16:21469920-21471653(-)	TRUE	TRUE	TRUE	ENSG00000180747.15	ENSG00000180747	SMG1P3	-	ENST00000522480.5|ENST00000522841.6	2	InGen	420109	420108	ENSG00000180747.15	SMG1P3	FALSE	-0.613704116080256	2.37229450191717	-7.78578285062994	2.40033544278072e-13	4.59544220520369e-10	19.7800870144149	0.174389793570594
chr12:124912279-124913190(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	1.37655958600273	2.31318406432617	7.77160838596028	2.62256851637153e-13	4.95735163440856e-10	19.7089793351672	0.141408083385026
chr15:28745756-28745979(+)	TRUE	TRUE	TRUE	ENSG00000248334.6	ENSG00000248334	WHAMMP2	+	ENST00000515318.6|ENST00000512149.3	2	InGen	390194	390187	ENSG00000248334.6	WHAMMP2	FALSE	1.36638181787162	-0.225595552010349	7.7301444612522	3.39621373947651e-13	6.33949992412209e-10	19.1272396438501	0.131206701848275
chr15:28667464-28667560(+)	TRUE	TRUE	TRUE	ENSG00000206149.10	ENSG00000206149	HERC2P9	+	ENST00000529624.5|ENST00000530420.5|ENST00000528584.5	3	InGen	390131	390132	ENSG00000206149.10	HERC2P9	FALSE	1.42015275153826	0.670741448752584	7.71512116910648	3.72898048692556e-13	6.87472080361828e-10	19.3656228290789	0.155188858669059
chr15:74837436-74837756(-)	TRUE	TRUE	TRUE	ENSG00000140474.12	ENSG00000140474	ULK3	-	ENST00000561725.5|ENST00000569437.5|ENST00000568718.5|ENST00000568273.5|ENST00000568210.5	5	InGen	403449	403456	ENSG00000140474.12	ULK3	FALSE	5.51086136252833	-1.19827851360445	7.69261624425952	4.28863897705022e-13	7.78564551771311e-10	17.8688764900615	0.174353159072816
