""	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	Class	meanExprs	NumTx	gencodeTx	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
e1176412	1638	ENSG00000147403.16	ENSG00000147403	protein_coding	RPL10	6134	InGen	6.11300528302821	3	ENST00000424325.6|ENST00000618723.4|ENST00000344746.8	1.1299387838203	2.77588430072859	11.1400604630021	2.61824120161389e-23	4.44668181650958e-19	42.2782739155804	0.0900827524818052
e1176463	208	ENSG00000147403.16	ENSG00000147403	protein_coding	RPL10	6134	InGen	47.7848484433318	1	ENST00000406022.6	1.13827406674347	2.76021694918984	11.1376602454632	2.66437817129187e-23	4.44668181650958e-19	42.2610483118081	0.175430962116508
e1176402	216	ENSG00000147403.16	ENSG00000147403	protein_coding	RPL10	6134	InGen	46.0185888973177	2	ENST00000369817.6|ENST00000458500.5	1.13800447801689	2.76040517462248	11.1358605991336	2.69950162006193e-23	4.44668181650958e-19	42.2481643129842	0.155873055175012
e1176439	212	ENSG00000147403.16	ENSG00000147403	protein_coding	RPL10	6134	InGen	46.885955183248	1	ENST00000491035.5	1.1379554001281	2.76036633654496	11.1352047173068	2.7124167773851e-23	4.44668181650958e-19	42.2434686449292	0.0979244057191905
e810568	188	ENSG00000128731.15	ENSG00000128731	protein_coding	HERC2	8924	InGen	5.93602330904769	1	ENST00000261609.11	-0.867158083641325	0.126998147408056	-10.7531614764979	4.31176934551249e-22	6.73202707585358e-18	39.3672323205811	0.165129568175776
e183445	318	ENSG00000230076.1	ENSG00000230076	processed_pseudogene	""		InGen	5.0653333878708	1	ENST00000457497.1	-4.50358844574656	-1.79130803837118	-10.7019543307876	6.23304879230201e-22	9.28939593556734e-18	37.1136425402032	0.0991034180046686
e504158	79	ENSG00000147586.9	ENSG00000147586	protein_coding	MRPS28	28957	InGen	2.38004584448929	1	ENST00000519386.5	1.30371887546447	-2.51721260827016	10.6665248930162	8.04066446785658e-22	1.14623517524476e-17	36.2716914101185	0.175961377760341
e1176425	110	ENSG00000147403.16	ENSG00000147403	protein_coding	RPL10	6134	InGen	69.4059559708861	1	ENST00000436473.5	1.58354320757564	2.30353839218627	10.6530431291387	8.85816967233912e-22	1.21015884978661e-17	38.8150197670274	0.149099136797733
e1176457	450	ENSG00000147403.16	ENSG00000147403	protein_coding	RPL10	6134	InGen	39.7091838888725	1	ENST00000467168.5	0.655784400746441	3.72914722615815	10.5817368038396	1.47732658207247e-21	1.93751972169438e-17	38.3018992947066	0.0986958962629744
e1037678	2394	ENSG00000184635.13	ENSG00000184635	protein_coding	ZNF93	81931	InGen	0.62315600981426	1	ENST00000343769.5	-0.590558155615198	0.0864257724014676	-10.5647828030497	1.66809260110865e-21	2.10356742185038e-17	38.0552292001466	0.105180361411402
e21922	1968	ENSG00000084628.9	ENSG00000084628	protein_coding	NKAIN1	79570	InGen	1.42750963646019	1	ENST00000373736.6	0.887688137953903	0.285070051133614	10.5498024720877	1.85695219820188e-21	2.24531235829854e-17	37.995298763696	0.659873405114865
e3101	146	ENSG00000189339.11	ENSG00000189339	protein_coding	SLC35E2B	728661	InGen	6.53310726506584	4	ENST00000614300.4|ENST00000617444.4|ENST00000611123.1|ENST00000480991.1	0.6564245070344	-0.175768205520444	10.5453230103703	1.91745495346897e-21	2.24531235829854e-17	37.8674145166907	0.0902390892403807
e142503	29	ENSG00000135976.16	ENSG00000135976	protein_coding	ANKRD36	375248	InGen	14.3013885718988	2	ENST00000461153.6|ENST00000420699.6	-1.68489950764664	-1.77785412598401	-10.4930912838006	2.78576082245364e-21	3.14960039800968e-17	36.198838559221	0.261120187668248
e482914	561	ENSG00000215374.5	ENSG00000215374	lincRNA	FAM66B	100128890	InGen	0.331877191136086	1	ENST00000529456.1	1.87580657020592	-2.73200079752473	10.4722923730258	3.23195675116668e-21	3.53227017248509e-17	34.7030381887395	0.134313045722457
e313830	812	ENSG00000171503.11	ENSG00000171503	protein_coding	ETFDH	2110	InGen	1.26297652729655	1	ENST00000510353.5	0.710603073385402	-0.0626081447277878	10.4352260870808	4.21060996947226e-21	4.45341275596995e-17	37.1336140079529	0.280568261091609
e504161	152	ENSG00000147586.9	ENSG00000147586	protein_coding	MRPS28	28957	InGen	1.59530641109351	1	ENST00000521434.5	0.964600047613765	-2.06575816261623	10.1768737422947	2.6372332262433e-20	2.70214212902422e-16	33.9517988764567	0.0845442980755857
e822775	420	ENSG00000140263.13	ENSG00000140263	protein_coding	SORD	6652	InGen	1.20962752108404	1	ENST00000559230.5	1.1493722285553	-1.13681135088514	10.1707581501026	2.75375175138703e-20	2.73602760375083e-16	34.8803149592685	0.221228026761411
e1176434	1096	ENSG00000147403.16	ENSG00000147403	protein_coding	RPL10	6134	InGen	26.8356540274843	1	ENST00000489200.5	0.441667984704672	4.52245932244481	10.1527505203262	3.1274381328261e-20	2.91694017240994e-16	35.280724259036	0.0826436504327328
e1176394	1095	ENSG00000147403.16	ENSG00000147403	protein_coding	RPL10	6134	InGen	26.8600674919605	1	ENST00000492572.5	0.4416615521448	4.52245707703998	10.1526880647576	3.12881825566678e-20	2.91694017240994e-16	35.2802894669163	0.120065714451909
e324796	161	ENSG00000242110.7	ENSG00000242110	protein_coding	AMACR	23600	InGen	2.70013250678096	5	ENST00000335606.10|ENST00000382085.7|ENST00000502637.5|ENST00000426255.6|ENST00000512079.5	0.974988745934802	-1.2498244839317	10.149382695285	3.20273048978144e-20	2.91694017240994e-16	34.6572388758493	0.167875344500308
e967664	383	ENSG00000214176.9	ENSG00000214176	transcribed_unprocessed_pseudogene	PLEKHM1P1		InGen	1.13549468887009	2	ENST00000582201.5|ENST00000580919.5	-1.99814125802766	-1.7257628544524	-10.0852401518884	5.0356650643365e-20	4.46236140171458e-16	33.5967060817187	0.132124899013677
e580453	4727	ENSG00000188611.14	ENSG00000188611	protein_coding	ASAH2	56624	InGen	0.101260873982373	1	ENST00000395526.8	1.93948452327502	-1.55225653043359	9.97178577317657	1.1183156982112e-19	9.64918099649201e-16	33.2213993132881	0.101987305807526
e822784	444	ENSG00000140263.13	ENSG00000140263	protein_coding	SORD	6652	InGen	1.21158436439752	1	ENST00000558580.1	1.13196730652227	-1.05740072880203	9.88287800243908	2.08484850736441e-19	1.75274817743747e-15	33.0073750342677	0.114939917668115
e1176452	1576	ENSG00000147403.16	ENSG00000147403	protein_coding	RPL10	6134	InGen	29.395454992657	1	ENST00000482732.1	0.318612256150431	5.15899764441753	9.80819224940453	3.51233855760086e-19	2.87902879227985e-15	32.8818093480693	0.118130819723526
e288285	163	ENSG00000109184.14	ENSG00000109184	protein_coding	DCUN1D4	23142	InGen	2.18584233828073	1	ENST00000507741.5	-0.9311188969463	-1.61983746261012	-9.68651311601158	8.18863071950096e-19	6.54842801411487e-15	31.2176906994098	0.112670731353847
e62142	878	ENSG00000264343.5	ENSG00000264343	protein_coding	NOTCH2NL	388677	InGen	0.278485785490176	1	ENST00000362074.7	-1.56776895524493	-2.3554940108455	-9.65489444431116	1.01962238771009e-18	7.9597549998294e-15	30.0607724080967	0.094320659599079
e442175	51	ENSG00000146733.13	ENSG00000146733	protein_coding	PSPH	5723	InGen	11.837561146076	1	ENST00000424596.1	-0.764168039733073	-0.775959021792583	-9.64079291755929	1.12426757493846e-18	8.57256640466329e-15	31.512853848432	0.13060266546482
e442180	26	ENSG00000146733.13	ENSG00000146733	protein_coding	PSPH	5723	InGen	18.6385212084749	2	ENST00000413218.5|ENST00000416592.1	-0.816191564958669	-1.0910621861429	-9.54532163803962	2.17507646763425e-18	1.62080766341374e-14	30.7267243168727	0.088102130288872
e810916	143	ENSG00000206149.10	ENSG00000206149	transcribed_unprocessed_pseudogene	HERC2P9	440248	InGen	1.61065602224044	1	ENST00000529624.5	1.79123095615065	-2.4945713611277	9.48031212285151	3.40380363127374e-18	2.48005670979446e-14	28.8781374561889	0.120872191392414
e810913	196	ENSG00000206149.10	ENSG00000206149	transcribed_unprocessed_pseudogene	HERC2P9	440248	InGen	2.48699521457462	3	ENST00000529624.5|ENST00000524476.5|ENST00000529353.1	1.49149034007674	-1.3765608347352	9.46973514903883	3.660629629153e-18	2.60920130497428e-14	30.089638630249	0.0632424832063473
e810919	188	ENSG00000206149.10	ENSG00000206149	transcribed_unprocessed_pseudogene	HERC2P9	440248	InGen	3.1127800855967	1	ENST00000529624.5	1.01466382000614	-0.888900784575128	9.45679177030015	4.00124464908212e-18	2.79130232034564e-14	30.2757858584728	0.0705798697514858
e177093	286	ENSG00000226124.6	ENSG00000226124	protein_coding	FTCDNL1		InGen	0.539336803937283	1	ENST00000420922.6	-1.34609504823605	-2.79463210402514	-9.44157289612646	4.44221093783917e-18	3.03436323636449e-14	28.039341205116	0.0755348755597934
e1113829	113	ENSG00000241945.7	ENSG00000241945	protein_coding	PWP2	5822	InGen	2.87928014154935	2	ENST00000291576.11|ENST00000456705.1	-1.45868006280577	-1.89502390062471	-9.43698215060691	4.58447105331656e-18	3.06762863485147e-14	29.3503379085667	0.0630862161840174
e177088	292	ENSG00000226124.6	ENSG00000226124	protein_coding	FTCDNL1		InGen	0.531522724605136	1	ENST00000416668.5	-1.34087792181555	-2.78784960381989	-9.41921542013664	5.17899040497437e-18	3.39613331604275e-14	27.9197659085569	0.0579019851135518
e810930	137	ENSG00000206149.10	ENSG00000206149	transcribed_unprocessed_pseudogene	HERC2P9	440248	InGen	2.00577474655645	3	ENST00000529624.5|ENST00000530420.5|ENST00000528584.5	1.81349398135041	-2.28464445186069	9.40662164888368	5.64620941896148e-18	3.62991482245375e-14	28.7181781115572	0.109260057086979
e822790	541	ENSG00000140263.13	ENSG00000140263	protein_coding	SORD	6652	InGen	1.05946766547268	1	ENST00000559562.1	1.10994216422666	-0.97007457867871	9.39716368716844	6.02441155413714e-18	3.79857685139283e-14	29.8487042693476	0.0610351226266595
e772003	102	ENSG00000157326.18	ENSG00000157326	protein_coding	DHRS4	10901	InGen	2.56288630797697	4	ENST00000313250.9|ENST00000558263.5|ENST00000543741.6|ENST00000397075.7	1.32488402108552	-2.0724020652058	9.35014053255582	8.31249039499162e-18	5.14238886933637e-14	28.7294879016312	0.0559772401619759
e810931	99	ENSG00000206149.10	ENSG00000206149	transcribed_unprocessed_pseudogene	HERC2P9	440248	InGen	3.11710063983092	3	ENST00000529624.5|ENST00000530420.5|ENST00000528584.5	1.6244607396593	-2.04778034560976	9.32633243572137	9.78154313747894e-18	5.93913562545193e-14	28.5368812069746	0.0855474128754837
e550155	600	ENSG00000226752.8	ENSG00000226752	processed_transcript	PSMD5-AS1		InGen	2.8183736976252	1	ENST00000458394.1	-0.795938444956424	0.708605878011502	-9.27338891271907	1.40377520515768e-17	8.36843998484142e-14	29.3280666765937	0.0573011227283142
e810657	68	ENSG00000128731.15	ENSG00000128731	protein_coding	HERC2	8924	InGen	6.19410467616324	1	ENST00000569335.1	-0.836036779143798	-1.26134421885741	-9.22317246829391	1.97583094080803e-17	1.15683490276495e-13	28.5392946668635	0.077275001156278
e142782	73	ENSG00000196912.12	ENSG00000196912	protein_coding	ANKRD36B	57730	InGen	36.3394398196467	4	ENST00000359901.8|ENST00000258459.11|ENST00000438709.6|ENST00000443455.5	-1.17829381534674	0.995173828189016	-9.18913447475718	2.48985913377976e-17	1.43221939183715e-13	28.7737982965327	0.0338857518619247
e482920	1303	ENSG00000215374.5	ENSG00000215374	lincRNA	FAM66B	100128890	InGen	0.438321951873386	1	ENST00000606573.1	0.938331363895815	-0.915419677687724	9.17966155998206	2.65518351347876e-17	1.50098439597476e-13	28.4617822841019	0.0855474128754837
e810958	57	ENSG00000206149.10	ENSG00000206149	transcribed_unprocessed_pseudogene	HERC2P9	440248	InGen	2.32917885721009	1	ENST00000529353.1	1.74581158040366	-3.24576714493241	9.14542123265538	3.34893119473473e-17	1.84559876492303e-13	25.5639992320679	0.067881397139179
e963568	87	ENSG00000266992.1	ENSG00000266992	unprocessed_pseudogene	DHX40P1		InGen	1.87822558250386	0		-2.71382681796376	-3.51381458299644	-9.14417275041577	3.37737211309708e-17	1.84559876492303e-13	25.1716565548817	0.0855474128754837
e142504	73	ENSG00000135976.16	ENSG00000135976	protein_coding	ANKRD36	375248	InGen	7.18408918118886	2	ENST00000461153.6|ENST00000420699.6	-2.20117821228519	-1.66713642204101	-9.09581851711339	4.68438358445877e-17	2.49776449385024e-13	27.2593056205969	0.108682209244347
e783737	216	ENSG00000070367.15	ENSG00000070367	protein_coding	EXOC5	10640	InGen	12.1478422797205	5	ENST00000621441.4|ENST00000413566.6|ENST00000554011.5|ENST00000340918.11|ENST00000555148.5	-0.293808420603417	1.34572008224607	-9.09459822698817	4.7231696927715e-17	2.49776449385024e-13	28.1483831649023	0.073994810882745
e142781	29	ENSG00000196912.12	ENSG00000196912	protein_coding	ANKRD36B	57730	InGen	62.3922263023891	4	ENST00000359901.8|ENST00000258459.11|ENST00000438709.6|ENST00000443455.5	-1.29850972774507	0.401021822239948	-9.04504513642228	6.59890239447315e-17	3.43432019284171e-13	27.8034053112588	0.0573180529659579
e873975	109	ENSG00000248124.7	ENSG00000248124	transcribed_unprocessed_pseudogene	RRN3P1		InGen	3.35640726302526	2	ENST00000514813.6|ENST00000546471.5	0.805133659212341	-1.72209346643449	9.01310231498491	8.18286751778251e-17	4.19213417228197e-13	26.919603755572	0.0855049962706225
e483146	139	ENSG00000253893.2	ENSG00000253893	antisense	FAM85B		InGen	1.00464747862727	1	ENST00000519726.2	-2.05760050652783	-3.29588058866041	-8.97565665100182	1.05255438588001e-16	5.30934341268917e-13	24.2152290581235	0.0817120481748777
e953334	1378	ENSG00000120071.12	ENSG00000120071	protein_coding	KANSL1	284058	InGen	8.97316677153692	4	ENST00000574590.5|ENST00000572904.5|ENST00000262419.10|ENST00000432791.5	0.727529263227075	3.49605301364367	8.94980702123529	1.25199562818684e-16	6.21968664526346e-13	27.1417150044833	0.0855049962706225
e953355	1323	ENSG00000120071.12	ENSG00000120071	protein_coding	KANSL1	284058	InGen	9.22695209291004	1	ENST00000575318.5	0.726702771928956	3.47657461645016	8.92708438513436	1.458017972078e-16	7.13506120317978e-13	26.9925993742903	0.0714364420001647
e442127	159	ENSG00000146733.13	ENSG00000146733	protein_coding	PSPH	5723	InGen	4.70077291779607	7	ENST00000437355.6|ENST00000275605.7|ENST00000395471.7|ENST00000421626.5|ENST00000427797.5|ENST00000419984.6|ENST00000421312.5	-0.606330279072054	-0.435805828959847	-8.87743327867304	2.03263358733302e-16	9.80076132471177e-13	26.6283412670456	0.0855049962706225
e810948	391	ENSG00000206149.10	ENSG00000206149	transcribed_unprocessed_pseudogene	HERC2P9	440248	InGen	0.862299212524327	1	ENST00000524476.5	1.30586450977921	-1.78883821789909	8.84849916763438	2.46589992695107e-16	1.15834363603093e-12	25.8216189652256	0.0763783200269166
e1113859	365	ENSG00000241945.7	ENSG00000241945	protein_coding	PWP2	5822	InGen	0.398317484392042	1	ENST00000471490.1	-2.73907299528858	-3.64041572982339	-8.84806770727485	2.47300975131346e-16	1.15834363603093e-12	23.2310449070521	0.0855330953121025
e1113840	151	ENSG00000241945.7	ENSG00000241945	protein_coding	PWP2	5822	InGen	1.89902824569087	1	ENST00000291576.11	-3.64381008995099	-3.17708011177338	-8.83020107514894	2.78598462502394e-16	1.27817824824259e-12	23.845762085027	0.0855106702461198
e97274	117	ENSG00000136643.11	ENSG00000136643	protein_coding	RPS6KC1	26750	InGen	4.02880018978189	1	ENST00000543470.5	-0.558221868120436	-1.08351488763363	-8.82908349788783	2.80681824450299e-16	1.27817824824259e-12	26.1419523274455	0.0787654227194416
e962993	87	ENSG00000108406.9	ENSG00000108406	protein_coding	DHX40	79665	InGen	4.66586295480399	3	ENST00000251241.8|ENST00000425628.7|ENST00000538926.2	0.843607366646021	-1.47047564752333	8.81314687065797	3.12127955141261e-16	1.40190774547803e-12	25.8472486650573	0.0871025847905353
e822759	3821	ENSG00000140263.13	ENSG00000140263	protein_coding	SORD	6652	InGen	0.514697803150632	1	ENST00000267814.13	1.05801950808969	0.746330218908819	8.80839167559209	3.2217065072465e-16	1.42745978752697e-12	26.2764667081639	0.0547209657259411
e810917	152	ENSG00000206149.10	ENSG00000206149	transcribed_unprocessed_pseudogene	HERC2P9	440248	InGen	1.12107392896736	2	ENST00000529624.5|ENST00000529353.1	1.26735932883795	-2.74867244763109	8.7869971193127	3.71468210599576e-16	1.62394014691395e-12	24.3173479737487	0.0747962963735479
e556953	774	ENSG00000175287.18	ENSG00000175287	protein_coding	PHYHD1	254295	InGen	0.284183903528646	1	ENST00000372592.7	1.00023081993803	-2.22075025097577	8.75825566909906	4.49655700684937e-16	1.93988569102335e-12	24.878597527926	0.0533868881150237
e1113837	137	ENSG00000241945.7	ENSG00000241945	protein_coding	PWP2	5822	InGen	0.93785563574968	1	ENST00000291576.11	-2.65732477141562	-3.79634171597711	-8.75209481080972	4.68431283134746e-16	1.99464123881933e-12	22.5331462518619	0.0783703569570255
e197581	2267	ENSG00000122085.16	ENSG00000122085	protein_coding	MTERF4	130916	InGen	1.83540313449692	1	ENST00000614476.4	0.331587573204248	2.04136822216526	8.73025467727133	5.4147387805198e-16	2.27610627230988e-12	25.745903726346	0.0643983054021305
e197574	2272	ENSG00000122085.16	ENSG00000122085	protein_coding	MTERF4	130916	InGen	1.83364704379772	1	ENST00000241527.10	0.330564664058001	2.04325881624559	8.71200419070576	6.11094410018511e-16	2.53624292125607e-12	25.6273887542906	0.108093906241917
e197585	2162	ENSG00000122085.16	ENSG00000122085	protein_coding	MTERF4	130916	InGen	1.89508599316107	1	ENST00000488567.5	0.332353704171362	2.01894454507027	8.67520473789959	7.79595378741788e-16	3.19513268000428e-12	25.3896031926693	0.122139577525106
e953436	506	ENSG00000120071.12	ENSG00000120071	protein_coding	KANSL1	284058	InGen	7.93124710897117	1	ENST00000574655.5	0.692430377154365	1.87763696389527	8.6559377040256	8.85434972336836e-16	3.58410959246806e-12	25.2689722323496	0.122068811341208
e1113841	181	ENSG00000241945.7	ENSG00000241945	protein_coding	PWP2	5822	InGen	0.955127173967312	1	ENST00000291576.11	-2.8025108680921	-3.6572031737464	-8.65028972558596	9.19078328091355e-16	3.67492348660099e-12	22.2087100637749	0.132402314137626
e953438	456	ENSG00000120071.12	ENSG00000120071	protein_coding	KANSL1	284058	InGen	8.45189917828375	1	ENST00000571698.1	0.696136107207965	1.81632659559929	8.6279059259644	1.06534183728627e-15	4.20843397882017e-12	25.0897228353508	0.0421429929392779
e197590	2141	ENSG00000122085.16	ENSG00000122085	protein_coding	MTERF4	130916	InGen	1.90015993866399	1	ENST00000455202.6	0.331359847770205	2.00917851800005	8.62565504025531	1.08126965823951e-15	4.22050441029687e-12	25.0696025324041	0.0389986849138855
e810686	343	ENSG00000128731.15	ENSG00000128731	protein_coding	HERC2	8924	InGen	0.785580041775378	1	ENST00000563945.1	-0.872352308138583	-1.99980412278592	-8.61118149361702	1.18947995753793e-15	4.58825800656127e-12	24.1435911661588	0.0341681528783171
e811025	170	ENSG00000248334.6	ENSG00000248334	transcribed_unprocessed_pseudogene	WHAMMP2		InGen	1.42473236654528	3	ENST00000563942.5|ENST00000515318.6|ENST00000512149.3	1.17672009844688	-2.20370153551291	8.60661362529896	1.22581041684204e-15	4.67341646781979e-12	23.9724108222931	0.0492200958958222
e510344	87	ENSG00000104490.17	ENSG00000104490	protein_coding	NCALD	83988	InGen	5.3948616704617	4	ENST00000311028.4|ENST00000521964.5|ENST00000518661.5|ENST00000522078.5	-1.94974828593698	-1.88374637177727	-8.60090620981406	1.27275372883689e-15	4.79661381144971e-12	24.1871473685115	0.0314851046313246
e810906	176	ENSG00000206149.10	ENSG00000206149	transcribed_unprocessed_pseudogene	HERC2P9	440248	InGen	1.41766785642682	2	ENST00000529624.5|ENST00000529537.1	1.44372133666626	-2.3648521694977	8.59793236361392	1.29791538211021e-15	4.83585572528143e-12	23.7259611641466	0.0879034191267971
e953432	265	ENSG00000120071.12	ENSG00000120071	protein_coding	KANSL1	284058	InGen	10.9154218107563	1	ENST00000576248.1	0.787504575061712	1.37618385672012	8.58766818390736	1.38860877245812e-15	5.11563471773572e-12	24.8423208995047	0.0447207094634008
e76396	700	ENSG00000213088.9	ENSG00000213088	protein_coding	ACKR1	2532	InGen	0.682351885811999	2	ENST00000537147.5|ENST00000368122.2	0.817152391043357	-1.34237367707035	8.55315691272708	1.74213842422952e-15	6.34672642202974e-12	24.3019153920886	0.0414369098028469
e482917	279	ENSG00000215374.5	ENSG00000215374	lincRNA	FAM66B	100128890	InGen	1.63854221723543	1	ENST00000606573.1	0.981419072193792	-1.22930479920589	8.54415668281952	1.84815921948202e-15	6.59357210623233e-12	24.3092282108329	0.0394978905157496
e110487	286	ENSG00000235092.5	ENSG00000235092	antisense	ID2-AS1	100506299	InGen	0.565827212906031	1	ENST00000412712.1	1.07494512901178	-2.71355102499622	8.54399542385354	1.85011600047998e-15	6.59357210623233e-12	22.993716873338	0.037033552308248
e810949	136	ENSG00000206149.10	ENSG00000206149	transcribed_unprocessed_pseudogene	HERC2P9	440248	InGen	1.13575647904823	1	ENST00000524476.5	1.32252967637908	-2.90158301963654	8.53421543846924	1.97270991305253e-15	6.95488425217217e-12	22.6315747991811	0.044879082138029
e808665	873	ENSG00000276550.4	ENSG00000276550	transcribed_unprocessed_pseudogene	HERC2P2		InGen	6.5881611274673	1	ENST00000619021.4	0.756151740992003	2.37951475608866	8.49959006279474	2.47507569965355e-15	8.63316936276178e-12	24.2471061290161	0.0570956650151764
e874755	173	ENSG00000237296.9	ENSG00000237296	transcribed_unprocessed_pseudogene	SMG1P1		InGen	6.16176381916267	1	ENST00000309865.11	1.28554942376421	-0.209204731888753	8.49415240492333	2.56473905839665e-15	8.85175140537747e-12	24.2225058813406	0.0603703099217221
e97316	49	ENSG00000136643.11	ENSG00000136643	protein_coding	RPS6KC1	26750	InGen	7.31912118697041	1	ENST00000490299.5	-0.609457073112778	-1.47635221904676	-8.47411621905514	2.92379545522497e-15	9.98585790288897e-12	23.742310207302	0.049468649364219
e60019	52	ENSG00000270231.3	ENSG00000270231	unprocessed_pseudogene	NBPF8		InGen	11.4475391428081	1	ENST00000583271.5	1.33179808858526	-1.07733648315168	8.42680112039753	3.98161251766377e-15	1.34585070705312e-11	23.6138206298159	0.0409234230844294
e873970	1665	ENSG00000260306.1	ENSG00000260306	lincRNA	""		InGen	0.233470837339386	1	ENST00000567370.1	0.892365117529792	-1.80074326225601	8.42005544165076	4.16053055728184e-15	1.39197767040749e-11	23.2034797483055	0.0460266929811279
e1113848	585	ENSG00000241945.7	ENSG00000241945	protein_coding	PWP2	5822	InGen	0.438928141912288	1	ENST00000291576.11	-2.34629474748533	-2.78620711637354	-8.4010110881339	4.7097879579118e-15	1.5598246833215e-11	21.8877262085327	0.0490437879531616
e248	1543	ENSG00000237973.1	ENSG00000237973	unprocessed_pseudogene	MTCO1P12		InGen	74.1317090778224	1	ENST00000414273.1	-2.19031889749626	5.39480670015505	-8.38816376878163	5.12030418258362e-15	1.67882485416879e-11	23.4377326577885	0.0446961564182451
e549732	194	ENSG00000136869.13	ENSG00000136869	protein_coding	TLR4	7099	InGen	4.54647243417513	1	ENST00000355622.6	0.542390267605145	-0.114088392411481	8.36729335706744	5.86403079782344e-15	1.89419560517594e-11	23.4333225238782	0.0487168771226315
